id,published_at,views,likes,dislikes,comments,length
WjIelGHOTZk,2020-08-29T11:00:09Z,183915,0,0,737,PT9M7S
3VnI8BOVarc,2020-06-12T13:34:46Z,218669,5036,0,983,PT5M41S
jY1cLNXPzk8,2020-02-19T01:01:32Z,1008539,23532,0,1857,PT10M48S
eLgYStIW3DQ,2020-05-26T20:58:52Z,1192374,11619,0,360,PT9M11S
GXtWee415-4,2020-12-30T23:15:01Z,278831,1522,0,13,PT11M17S
FHdAk2cYCvY,2020-08-30T14:32:42Z,7313868,52762,0,1770,PT2M27S
gNDCxHn17h0,2020-07-09T02:55:17Z,23,35783,0,8527,PT2M55S
742rjaRrGXU,2020-05-27T04:40:42Z,253925,5265,0,315,PT4M47S
NXIPmpXZXQM,2020-12-11T14:00:19Z,654779,7232,0,385,PT9M1S
aP3Bp91VDfE,2020-07-08T18:59:05Z,193583,4890,0,216,PT11M11S
6zvK812dBrw,2020-03-06T13:45:11Z,7595587,68638,0,3200,PT4M57S
bSHDybxnF0U,2020-07-19T15:33:15Z,388763,3755,0,66,PT10M5S
xN44mHyftOk,2020-05-13T21:00:17Z,157008,2439,0,77,PT11M53S
2yGKeiVxm5I,2020-09-25T11:04:47Z,597453,6,0,1,PT42S
VOJ6M1k0gO4,2020-10-26T21:15:00Z,13100083,160857,0,7323,PT4M31S
NawVFAYafW8,2020-04-25T00:20:12Z,194202,1668,0,47,PT10M9S
Ad0xCnhC4QA,2020-07-03T19:08:24Z,673015,9802,0,298,PT7M27S
4PciKCq-5pI,2020-04-14T01:42:58Z,278776,5455,0,240,PT5M34S
HcfSBr_KhzQ,2020-09-20T15:00:07Z,439450,6741,0,431,PT9M22S
1VOk1kedydc,2020-05-22T18:45:25Z,340237,2944,0,206,PT11M54S
JjmX_PLgovk,2020-10-21T07:40:42Z,2718290,182789,0,987,PT45S
JmohuhGTOFA,2020-05-29T20:30:00Z,1999104,51815,0,2235,PT2M14S
xR-P59xivZU,2020-11-08T15:45:02Z,4398516,26011,0,637,PT1H19M41S
A5GkCGkF11U,2020-04-21T14:45:01Z,1837359,27653,0,483,PT9M47S
i9Josw4T9JQ,2020-11-08T03:44:44Z,84932,864,0,29,PT6M19S
bx_ZleUGEos,2020-02-28T11:00:14Z,247091,0,0,344,PT8M35S
oXH2U7BD1gI,2020-08-20T15:41:36Z,2241716,11285,0,430,PT10M41S
jdJoOhqCipA,2020-01-08T06:59:28Z,2073696683,1819651,0,2,P0D
xrIl5_8jjas,2020-08-28T07:00:08Z,194849,1509,0,0,PT33M57S
xL0ch83RAK8,2020-10-12T04:48:11Z,205882104,87202,0,0,P0D
K2Pp42lJj9U,2020-01-03T12:00:03Z,339216,4462,0,397,PT5M27S
w0sxm9CCNIo,2020-10-23T09:00:24Z,374359,2792,0,52,PT4M43S
Uw_SXtEA7uU,2020-01-30T17:00:13Z,4335783,90149,0,3936,PT8M38S
L9VBoIK3Chw,2020-06-10T23:12:39Z,1047018,60863,0,1488,PT8M53S
YVhFSj59BSw,2020-08-04T13:00:08Z,293763,1233,0,251,PT5M57S
v05c9htFCpw,2020-12-16T03:25:58Z,1604493,19950,0,1069,PT6M48S
sAYGQN_xzrI,2020-03-18T15:00:32Z,3283939,72275,0,2430,PT1M47S
3phm_Ym7Xbw,2020-10-18T22:00:11Z,1967694,8522,0,298,PT6M47S
8LDbIsnsOAg,2020-12-10T20:21:46Z,240027,7643,0,1287,PT9M45S
p6XPAC881J8,2020-04-30T09:17:17Z,597322,3526,0,86,PT9M43S
CDraz1znet4,2020-12-17T10:15:42Z,1162565,16,0,0,PT45S
Icl-ioRHAdo,2020-12-02T15:15:01Z,630350,5405,0,273,PT10M35S
fZZKYKeoX4k,2020-07-01T16:09:30Z,3525470,14752,0,539,PT11M13S
yiWbWFqLDiE,2020-02-14T14:00:12Z,24511476,484998,0,26388,PT6M58S
z50C11sHxBw,2020-12-02T12:52:25Z,191392,853,0,16,PT1M1S
bPpwv5kohuU,2020-12-11T14:10:19Z,159699,1351,0,23,PT3M11S
_fHIGGYvbnY,2020-12-06T01:54:29Z,146298,12296,0,64,PT39S
_YsXw4wKZKU,2020-12-09T01:34:48Z,521283,1950,0,57,PT3M
fHej55Fz5qE,2020-07-27T07:25:07Z,4247300,92073,0,2314,PT8M50S
yf9R-CIEVZE,2020-12-24T17:38:13Z,5135,190,0,10,PT31S
O5-1oolQVD0,2020-03-16T22:59:30Z,221154,5102,0,92,PT3M18S
8SnLeGceEDU,2020-03-29T03:38:35Z,2062,116,0,0,PT41S
yf9R-CIEVZE,2020-12-24T17:38:13Z,5135,190,0,10,PT31S
O5-1oolQVD0,2020-03-16T22:59:30Z,221154,5102,0,92,PT3M18S
8SnLeGceEDU,2020-03-29T03:38:35Z,2062,116,0,0,PT41S
u7JKCHXJUso,2020-10-20T09:06:23Z,872463,3370,0,0,PT2M
YwqZa5aSZcg,2020-12-11T13:46:44Z,667342,40,0,3,PT30S
s9AZ_yXuSjQ,2020-06-08T07:37:47Z,20426,559,0,65,PT3M51S
bK6PmYpEziE,2020-07-06T23:04:27Z,256787,3100,0,81,PT10M2S
poltBywtVfc,2020-06-20T04:37:44Z,238216,0,0,0,PT2M16S
soNguXYfH0E,2020-12-05T21:27:50Z,32399,1654,0,70,PT2M5S
CUDFOBE0SSM,2020-11-11T18:00:19Z,22582,591,0,56,PT3M10S
s2M39S21mpY,2020-12-08T10:33:53Z,2204048,12630,0,184,PT29M5S
zLUws21-Cx4,2020-12-06T19:00:13Z,1192,72,0,6,PT5M14S
eKD-5aAZh9A,2020-01-17T09:39:56Z,98532,3643,0,70,PT58S
8knMGKtor8E,2020-11-18T18:00:14Z,73356,2615,0,55,PT2M59S
27BHPP_cY9g,2020-12-02T04:50:27Z,1177355,393,0,139,PT1M
DFBbkkk13QE,2020-11-18T18:22:17Z,41125,683,0,17,PT1M1S
eTJcohtIGcw,2020-12-01T09:46:09Z,1115050,511,0,0,PT1M
6aA59EN6lu8,2020-10-30T14:20:13Z,2984,63,0,11,PT3M9S
-g-WUH38xeE,2020-07-03T18:00:13Z,92823,3187,0,74,PT4M2S
zYmuB6JqV7Q,2020-11-27T18:00:15Z,64982,2662,0,69,PT1M31S
P2zDYmw-Wzs,2020-05-27T15:00:11Z,275183,11416,0,827,PT3M49S
jpeC8ByMbVQ,2020-11-19T15:00:35Z,491501,12073,0,4116,PT6M45S
1j-SRIO9-8I,2020-03-29T21:58:14Z,144982,1448,0,26,PT1H16M2S
lzxHKOqPw7Y,2020-05-30T17:00:02Z,9610,289,0,8,PT2M49S
YIuIR2o79W0,2020-05-27T16:00:22Z,318706,3852,0,86,PT10M31S
btimyKheR-4,2020-12-19T04:13:33Z,317803,2367,0,39,PT7M28S
5tcQtfU_C_k,2020-07-06T01:00:10Z,237466,4910,0,572,PT10M12S
FoNn00eH6gM,2020-08-19T12:58:14Z,18202,247,0,102,PT11M21S
qbl9k0eQS48,2020-12-04T10:00:09Z,51806,640,0,24,PT3M40S
x445Zp79VrY,2020-01-23T14:06:02Z,103140,948,0,133,PT7M48S
UnlYsJMxieg,2020-12-28T01:07:17Z,120465,2894,0,26,PT4M
nPyIirLCzGI,2020-09-01T06:02:05Z,1157404,10832,0,1093,PT1H49M59S
wuQTBoU7vvw,2020-05-15T11:08:01Z,271768,20622,0,150,PT31S
cU0fgxx7NDI,2020-04-11T17:00:06Z,81709,1754,0,38,PT3M37S
CLrYfQhbu_8,2020-11-15T15:27:55Z,531800,10738,0,324,PT59M53S
Vh8DeTxN7wE,2020-05-23T16:00:23Z,1005425,19177,0,219,PT6M26S
R9b_wrh5h8I,2020-09-29T05:39:27Z,5255,0,0,0,PT24S
M2kqhFzKPdU,2020-08-29T14:09:01Z,942,0,0,0,PT48S
cPkJm0GJsgs,2020-09-25T04:47:48Z,1310,0,0,0,PT41S
HF3d015bBwA,2020-12-08T10:30:01Z,18161,83,0,0,PT8M19S
Z9jh3erS1w4,2020-11-11T11:05:37Z,10782,91,0,0,PT14S
_jM1Q7Y89q4,2020-07-16T11:38:51Z,284699,6271,0,73,PT3M35S
Sa0hHWf0NY8,2020-12-18T13:37:43Z,309668,16307,0,189,PT20S
eu6GTHJj5vY,2020-04-17T11:30:05Z,105362,528,0,24,PT1H49M9S
bS8cxrgJvNA,2020-10-28T14:58:03Z,3618,0,0,0,PT30S
A_Reqt7RXcc,2020-12-12T14:37:44Z,1295,129,0,3,PT37S
yW2QVcBMCWI,2020-09-11T14:23:36Z,1207,0,0,0,PT43S
2_Z0OhUXJ_k,2020-09-24T03:48:49Z,894,0,0,0,PT31S
GroK1V8Oz1Y,2020-09-01T10:40:42Z,47215,2332,0,0,PT16S
uQF6PVLHthU,2020-08-30T12:54:47Z,595315,1853,0,7,PT5M50S
Hiu1HwWrRm4,2020-08-14T12:00:11Z,18185,430,0,31,PT3M3S
