id,published_at,views,likes,dislikes,comments,length
8dwhAjhLGL4,2022-03-28T07:17:29Z,237279,3879,0,169,PT9M38S
EPne846B6s8,2022-01-02T22:04:47Z,265789,3119,0,390,PT10M26S
JSjLwNWAeJM,2022-12-04T11:51:54Z,64234547,12,0,0,PT45S
x-mDM-gbDXA,2022-08-23T22:20:36Z,7307589,145406,0,5364,PT11M16S
6pvN8-Ar6Jg,2022-09-28T21:10:49Z,6894844,46806,0,0,P0D
bNyUyrR0PHo,2022-11-25T20:02:12Z,1248763587,1148676,0,0,P0D
2pw5ZThPKdI,2022-06-19T23:30:55Z,1092964,1952,0,56,PT16M49S
dUNxPcuVKoE,2022-02-04T16:00:31Z,552911,8109,0,265,PT8M33S
i3WWcF5EwvA,2022-11-30T04:22:44Z,466488,9887,0,385,PT1M47S
N6V4i0H8I_o,2022-07-22T10:30:05Z,197755,1792,0,0,PT3M37S
vM30m7hCNDg,2022-10-18T22:59:59Z,1085912,24104,0,685,PT1M18S
WNYZj5Nkr24,2022-08-07T18:00:36Z,202185,8327,0,195,PT13M46S
FahpIjMIQ6U,2022-02-26T17:58:26Z,261701,636,0,0,PT10M9S
uhINwn2vUbk,2022-03-18T00:00:11Z,617685,8981,0,933,PT3M3S
c46e23NRVto,2022-04-07T18:00:23Z,263982,0,0,49,PT44M54S
GNcH-Vq8ggc,2022-10-23T02:06:02Z,1795700,23750,0,1103,PT4M12S
iEbdpgFxz9E,2022-08-21T00:50:19Z,3142434,39799,0,1301,PT4M49S
ts9xviTzcq0,2022-05-13T03:52:20Z,4514600,69071,0,0,P0D
WY8sDvZdWEA,2022-02-24T05:59:09Z,162512327,272737,0,0,P0D
t5xgkrYxBKI,2022-03-23T18:27:04Z,235719,11652,0,66,PT56S
tPXVwrX-o9Y,2022-03-31T04:19:03Z,1121059,44,0,6,PT56S
PXRUc5O4J84,2022-11-27T14:26:18Z,196501740,0,0,0,P0D
WHEPzbFA3hw,2022-11-26T12:32:20Z,34051107,22580,0,0,P0D
wv2s7qjfQpE,2022-02-12T14:57:47Z,1601175,64307,0,570,PT1M
Nq2wYlWFucg,2022-11-16T12:42:23Z,1204209938,1245128,0,0,P0D
Owke6Quk7T0,2022-10-04T13:31:55Z,18929535,0,0,0,P0D
ftxxBmRP2n4,2022-06-09T22:51:02Z,38394430,154853,0,0,P0D
