id,published_at,views,likes,dislikes,comments,length
3i26OX1FqA8,2017-04-01T00:30:01Z,62130,2002,0,279,PT4M15S
1xI42WTAwrk,2017-03-08T07:43:09Z,53687,1718,0,95,PT2M6S
E_P_CMq_zk4,2017-04-23T23:20:54Z,1179011,16820,0,835,PT9M26S
bdSwf2i6eKk,2017-05-03T22:30:04Z,2535472,35381,0,1372,PT10M36S
yr5Uv6YCgsU,2017-03-04T01:10:15Z,366206,7676,0,756,PT11M10S
PcPLvbeYDRg,2017-04-16T00:54:06Z,8723434,92001,0,5418,PT13M44S
QlsstDzESTM,2017-07-04T18:42:04Z,3240382,23069,0,1180,PT7M24S
-ZQjAevcBek,2017-07-28T18:42:01Z,303092,3160,0,214,PT11M40S
vpA-UboheOM,2017-07-22T20:46:58Z,1246708,19462,0,1158,PT9M50S
Y_hQQnr9yM4,2017-02-15T21:14:17Z,479414,14867,0,695,PT4M34S
UPp2WEjvhpY,2017-10-17T21:01:24Z,62366,2524,0,214,PT9M52S
jVEWWphRMHw,2017-05-20T22:22:52Z,530287,10328,0,670,PT10M33S
hqoQKcIGJC0,2017-07-23T19:00:04Z,282281,4369,0,998,PT10M20S
98DcXSWE0cs,2017-09-03T00:11:37Z,2580814,33859,0,2265,PT10M48S
-mmnYlbc_dE,2017-06-07T15:30:00Z,212023,5566,0,890,PT43M35S
VKpcHzrncNQ,2017-03-21T21:05:24Z,3063730,37802,0,2150,PT2M30S
gll6bw68nS8,2017-02-18T01:11:09Z,349408,8355,0,862,PT12M14S
DiLV4AMb3nc,2017-02-11T01:16:46Z,449992,12922,0,712,PT13M30S
hvJJIGT7YKY,2017-12-06T22:02:02Z,156600,3475,0,1229,PT22M54S
ni6nmGli1qU,2017-01-15T00:17:00Z,430219,8827,0,809,PT13M37S
nKUzwPI80cU,2017-02-02T03:58:22Z,544649,8143,0,571,PT15M46S
k7-LgGu7FmQ,2017-10-08T01:52:57Z,365764,8677,0,1517,PT16M15S
P_eeJVBSrPE,2017-03-24T22:36:51Z,283592,11850,0,680,PT10M24S
DCX3bvbdC5g,2017-05-05T19:47:41Z,2447,108,0,12,PT56S
OhATtfwybYs,2017-08-06T00:34:41Z,687524,11134,0,725,PT10M29S
qdP-eZ7Hhaw,2017-11-16T09:31:15Z,270087,60,0,4,PT2M51S
1EUzH682UTo,2017-02-27T12:50:02Z,1056238,21339,0,1434,PT5M23S
tjLtxS03VCA,2017-07-29T16:13:14Z,1013,7,0,1,PT31S
v21ahkRakec,2017-04-21T02:20:15Z,1842127,20742,0,1069,PT12M29S
MkBts5rx2wI,2017-03-29T22:53:24Z,931273,18228,0,1247,PT3M16S
bYr4twGHE4w,2017-12-09T00:27:25Z,4421148,93443,0,3586,PT4M42S
SvEPFzhpV-g,2017-08-26T00:40:53Z,462202,9211,0,740,PT11M40S
4nzU5v1Iw7Q,2017-12-22T01:33:39Z,19103412,148901,0,5585,PT5M34S
OXjtMoPw1wU,2017-05-05T08:55:21Z,703145,2899,0,95,PT3M45S
fnEmkCUyad0,2017-12-28T19:08:20Z,285532,6153,0,595,PT18M17S
QOn47-Gindw,2017-02-08T20:58:07Z,4320944,23112,0,628,PT4M51S
iUz3U5z4lt4,2017-11-09T02:57:09Z,344887,7737,0,578,PT5M54S
ZJKvcKYkmk8,2017-07-22T07:33:18Z,421,48,0,1,PT29S
Eu6qWekh5D8,2017-06-03T00:48:03Z,867448,11301,0,1069,PT9M3S
iRwpbSunftE,2017-10-01T01:32:24Z,676368,10472,0,665,PT12M10S
XGqRYGoIOco,2017-08-15T03:26:06Z,878343,8228,0,620,PT2H57M2S
rfX7vUR9ulA,2017-07-13T23:42:35Z,30059,1433,0,109,PT1H6M5S
TPmVapRFE0o,2017-02-14T10:41:11Z,869548,3647,0,91,PT3M35S
IPPRYFymyJ8,2017-11-04T00:06:00Z,686177,12444,0,831,PT12M21S
y8OiUV4yo1g,2017-05-25T05:00:09Z,139084,3519,0,481,PT3H22M53S
qj853B0PTEs,2017-11-18T00:00:02Z,678385,9558,0,638,PT13M23S
zQyJ6oAxep8,2017-12-31T19:20:50Z,277105,6201,0,827,PT11M25S
J9y9XPsYRpk,2017-08-12T21:42:50Z,336759,7080,0,602,PT16M34S
9cB0ea3mDsI,2017-07-08T22:43:29Z,410172,8517,0,1002,PT11M53S
CRNrGIQOZpA,2017-04-07T23:07:14Z,910773,13261,0,1200,PT16M9S
5FdFHSOjvWc,2017-12-08T22:20:40Z,728008,9569,0,682,PT15M21S
phyFP32N7JA,2017-01-21T19:00:03Z,138826,4192,0,647,PT4M9S
8ilCZkoCwXg,2017-04-11T01:30:31Z,362380,684,0,155,PT2M36S
rHvfB9qCxt0,2017-11-26T10:36:28Z,1433,38,0,2,PT39S
Tc3jYFW4ofE,2017-08-19T00:30:50Z,84230,3338,0,244,PT12M39S
B4HUX9ezsMM,2017-06-17T16:38:48Z,1809,12,0,3,PT30S
GSf27Pc_YVk,2017-11-20T11:00:01Z,5206741,79289,0,958,PT9M32S
4qNJB6Xiyqg,2017-11-30T18:44:01Z,44400,74,0,2,PT59S
8Fst5Rnqitw,2017-04-12T16:36:19Z,320,16,0,0,PT32S
dE_-HvWr-QU,2017-11-01T11:08:17Z,72348,213,0,21,PT4M50S
UNg-fXAl_1o,2017-12-14T11:00:02Z,6210290,146665,0,2786,PT10M4S
AgoiyZzgc6U,2017-09-28T19:21:26Z,3997167,89003,0,3444,PT6M4S
4BBqkaYhlrs,2017-09-25T11:17:51Z,65290,263,0,119,PT6M29S
ZTwclHyQ254,2017-02-04T22:14:49Z,741680,13302,0,1051,PT15M34S
xUp7xNpOQ9o,2017-08-08T03:00:01Z,177205,1830,0,261,PT6M12S
WxXE8_mIQhw,2017-03-29T09:03:59Z,143,10,0,0,PT47S
cuZI7huEi3M,2017-12-06T17:03:11Z,777723,97,0,71,PT2M38S
hbhK3omx0ks,2017-06-08T20:34:16Z,96168,22,0,3,PT2M4S
JNvG-zB3D2Q,2017-08-24T20:18:19Z,157,4,0,0,PT53S
M_RRThu2IkQ,2017-06-24T15:26:55Z,1603,17,0,9,PT2M12S
T2RYD3NZJRs,2017-11-19T03:00:00Z,684634,9927,0,319,PT8M20S
hAk5xOBVMJU,2017-08-03T03:47:21Z,55854,1753,0,93,PT2H12M8S
uXBiwnxx8pU,2017-09-29T21:00:03Z,908402,10837,0,583,PT8M47S
ietPF62dE-I,2017-12-07T11:00:03Z,2021253,37364,0,393,PT10M1S
ediJOlBciC4,2017-03-16T18:39:55Z,222641,1088,0,11,PT3M27S
NNJ6brhCufM,2017-10-27T13:19:21Z,4400,85,0,4,PT3M
-EJtSMC_vVc,2017-08-18T21:54:09Z,526,3,0,4,PT37S
z7CTpXiTk44,2017-01-24T20:00:35Z,34033,444,0,84,PT4M5S
nigdKm4AdS0,2017-02-03T16:30:32Z,92550,454,0,16,PT4M25S
vK9B8RieKBs,2017-06-05T15:59:52Z,123476,814,0,14,PT4M44S
XgRIswmJgio,2017-12-30T14:50:16Z,7797,84,0,10,PT26S
wyfW5bQyxwg,2017-02-14T12:02:58Z,41258,139,0,55,PT9M34S
h52uKo6mris,2017-04-17T15:35:49Z,273484,4837,0,117,PT6M39S
yyx8ROmY_XQ,2017-08-02T16:06:01Z,793043,9059,0,376,PT10M37S
irnlgT4hN54,2017-11-26T02:26:55Z,616270,11867,0,3177,PT17M48S
breQ6_-Mhi8,2017-04-18T07:59:48Z,207767,754,0,125,PT6M4S
m7jhPEZNrCQ,2017-04-09T15:03:38Z,1011,11,0,0,PT41S
r-zvOq-iRUs,2017-10-11T06:31:17Z,65117,2338,0,433,PT17M22S
depkkuChUiA,2017-05-03T15:55:10Z,11689,70,0,3,PT4M2S
O0s7KsmtIeM,2017-02-06T12:21:11Z,200097,165,0,36,PT8M47S
5Kfgd4bJvso,2017-01-24T23:42:18Z,200739,3476,0,347,PT5M42S
1G-zjAAZzTg,2017-11-23T21:00:00Z,383695,3766,0,235,PT9M38S
TLK2SLtDHNs,2017-05-12T00:02:34Z,676332,11993,0,598,PT7M15S
ZzLXtsRYcnE,2017-06-17T15:08:52Z,228280,1118,0,256,PT6M24S
DeEZjstUBII,2017-11-28T23:23:52Z,287678,6873,0,2655,PT20M52S
sPVmOV-1BVI,2017-07-02T12:54:25Z,1312,26,0,1,PT22S
I1PnEt9wQtA,2017-04-02T23:07:50Z,154,21,0,14,PT44S
aruC5b1rmLE,2017-08-25T06:03:24Z,143673,668,0,18,PT2M39S
oYcqUfLhWvo,2017-04-11T11:48:04Z,160013,793,0,180,PT13M39S
uwtdLGOQxLQ,2017-03-10T12:15:05Z,218760,395,0,75,PT7M5S
6JlPDTe909Q,2017-08-26T02:00:55Z,1809,16,0,0,PT25S
Db_ZWd6dq7w,2017-09-17T08:59:42Z,14048,234,0,9,PT32S
tTV6RcD2ohU,2017-10-03T03:44:00Z,2345235,10686,0,1095,PT1H37M4S
bstaQ3KJIUE,2017-04-20T16:07:36Z,207303,1122,0,55,PT2M30S
zBwrQTPZNxM,2017-06-18T17:50:03Z,3179,22,0,0,PT26S
T8cDT6_ujHs,2017-08-03T09:10:33Z,912171,2429,0,773,PT6M47S
MrEnShZ7kpA,2017-05-17T14:00:03Z,4231514,6125,0,25,PT1M27S
JPw1imZffDM,2017-05-23T22:36:54Z,34549,250,0,11,PT50S
