ID,Year,View Count,Length (s)
UNg-fXAl_1o,2017,6209649.0,604.0
AgoiyZzgc6U,2017,3996152.0,364.0
4BBqkaYhlrs,2017,65290.0,389.0
R64nn3rgRDI,2017,589.0,26.0
ZTwclHyQ254,2017,741675.0,934.0
wxRxuoILlxA,2017,459.0,45.0
qneWo5OSikc,2017,14806.0,35.0
UOt6wIbZqQo,2017,515.0,31.0
WxXE8_mIQhw,2017,143.0,47.0
cuZI7huEi3M,2017,777723.0,158.0
cTd_3nE6QJ4,2017,3786.0,111.0
M_RRThu2IkQ,2017,1602.0,132.0
ietPF62dE-I,2017,2020975.0,601.0
ediJOlBciC4,2017,222639.0,207.0
NNJ6brhCufM,2017,4400.0,180.0
-EJtSMC_vVc,2017,526.0,37.0
z7CTpXiTk44,2017,34032.0,245.0
nigdKm4AdS0,2017,92548.0,265.0
vK9B8RieKBs,2017,123475.0,284.0
OAO13A4BWjE,2017,9517.0,247.0
vG8TjXjePis,2017,13709.0,250.0
XgRIswmJgio,2017,7797.0,26.0
AUl9WGI-l24,2017,269668.0,1247.0
zyvbQHpGXmo,2017,1751937.0,615.0
Uw9ebggIeXc,2017,80201.0,300.0
pzbNGh1YSBw,2017,28891.0,309.0
r-zvOq-iRUs,2017,65117.0,1042.0
depkkuChUiA,2017,11688.0,242.0
5Kfgd4bJvso,2017,200739.0,342.0
SuTtnB6r7C4,2017,30712.0,274.0
TLK2SLtDHNs,2017,676322.0,435.0
L_W3-13PTfM,2017,209995.0,404.0
Y1GqO6UY15I,2017,1998085.0,720.0
ZzLXtsRYcnE,2017,228273.0,384.0
Uw9ebggIeXc,2017,80201.0,300.0
pzbNGh1YSBw,2017,28891.0,309.0
r-zvOq-iRUs,2017,65117.0,1042.0
depkkuChUiA,2017,11688.0,242.0
5Kfgd4bJvso,2017,200739.0,342.0
SuTtnB6r7C4,2017,30712.0,274.0
TLK2SLtDHNs,2017,676322.0,435.0
L_W3-13PTfM,2017,209995.0,404.0
ZzLXtsRYcnE,2017,228273.0,384.0
oYcqUfLhWvo,2017,160011.0,819.0
uwtdLGOQxLQ,2017,218755.0,425.0
bstaQ3KJIUE,2017,207303.0,150.0
MrEnShZ7kpA,2017,4231270.0,87.0
uPuzphTo3kQ,2017,807385.0,598.0
0FFLFcB9xfQ,2018,1110097.0,113.0
QZQyV9BB50E,2018,1355561.0,146.0
LruaD7XhQ50,2018,14347295.0,535.0
1Jmu9lqGgbc,2018,22754928.0,158.0
K_0byLqPzCg,2018,2496138.0,1774.0
cZYNADOHhVY,2018,9992384.0,764.0
eGPNEaZV6cc,2018,5307992.0,135.0
2eH0JbEE-6k,2018,2210818.0,215.0
vqd1ifVXScs,2018,266570.0,86.0
kdTxybWNwL4,2018,3932413.0,277.0
-8tofSAtux4,2018,492767.0,233.0
2CuRX8IN1Ic,2018,1160036.0,105.0
bkzJAmkYYIw,2018,3660193.0,250.0
fql4YTlajKQ,2018,2184829.0,3005.0
cJJAoO0X8bo,2018,38836.0,111.0
OLSClDXnB4o,2018,337078.0,159.0
afRki2_aNKg,2018,154392665.0,135.0
cQl0NA8T-pw,2018,2330360.0,544.0
btg60-Dwrw8,2018,476236.0,623.0
ymNiIEyrU00,2018,2719096.0,3172.0
a-6WlEr1rqU,2018,219805.0,315.0
S_tOWUNlxkI,2018,155493.0,117.0
7SqTcudkVCg,2018,3445.0,32.0
qVm0H9r5oH0,2018,209021.0,584.0
57Qeeu-ist4,2018,263881.0,186.0
ObNwkNEWVt4,2018,2710.0,166.0
K8y9vOR2e-I,2018,234665.0,366.0
jb3rZ0n-4H4,2018,1309032.0,780.0
MP6rUYMwROA,2018,1547.0,247.0
sfcyn1oO-Dk,2018,2018065.0,781.0
mbXrwzbyT7E,2018,2431730.0,264.0
jb3rZ0n-4H4,2018,1309032.0,780.0
sfcyn1oO-Dk,2018,2018065.0,781.0
bONF3B30LIk,2018,1720.0,1468.0
bwjbloXxvR4,2018,259306.0,698.0
A6xe4tKdx_c,2018,6612090.0,169.0
-5Ge_s9HTLE,2018,1365811.0,1673.0
A3AefrMdo6c,2018,3404940.0,229.0
6m0Uv9WLMgA,2018,23773853.0,134.0
4LkMap3IQv4,2018,3091.0,3436.0
o6oOXwjMF2Q,2018,2623.0,1503.0
g_MP6BENHEs,2018,8721517.0,153.0
__C9bJjKUOA,2018,1326562.0,238.0
mYG1DA4vd-4,2018,319889.0,1039.0
vc3Ub-DZ724,2018,1978125.0,577.0
XAHC0csxYhI,2018,2940943.0,717.0
-g4XAHJumRY,2018,1778249.0,1096.0
aOXPVSRxttU,2018,1994513.0,258.0
rnu9AYTVkDw,2018,92794.0,976.0
r8Jn5SCQkxA,2018,175772.0,658.0
bs3xEhTPjAA,2018,2631380.0,330.0
Z-hV_5-DIsw,2018,234662.0,629.0
RJOrmf5Ykq4,2018,2111831.0,286.0
naX3GvvumWA,2018,2921162.0,264.0
DYHvODnVdkA,2018,5313119.0,284.0
trrZQfXmj1g,2018,29560292.0,243.0
FBJRMUdfi-A,2018,1258153.0,271.0
CBCbVHFzfXk,2018,352298.0,1121.0
bONF3B30LIk,2018,1720.0,1468.0
3LYhmn7qWIw,2018,721615.0,284.0
gocSISZ0LXs,2018,13778.0,96.0
6LP-DzyHqA4,2018,374571.0,425.0
TVl82mXkPls,2018,746872.0,446.0
Z7Dz46xfWtM,2018,22388026.0,277.0
LUORMA2NvmM,2018,6716806.0,361.0
_lTa9IO4i_M,2018,233574.0,111.0
RSNXbxpZu1w,2018,199755.0,103.0
NJ0ZO0bFH7I,2018,414.0,60.0
lcMDtrmrRqs,2018,476649.0,505.0
R41r940V4n8,2018,228584.0,635.0
OrIe2_sAtWk,2018,1998.0,29.0
QGwvqWi-zwc,2018,726.0,23.0
3qzs54N-XEA,2018,2256.0,35.0
aJY8rUOILT8,2018,35811.0,220.0
RDozbBDaOp8,2018,273246.0,686.0
GUYG4hgqmEk,2018,46693.0,227.0
huvfX-xsSsI,2018,53734.0,213.0
VzvEcApmAcA,2018,74754.0,257.0
5KQAH5uiPyE,2018,43478.0,274.0
Do-6rmWIfGQ,2018,3252.0,153.0
4LkMap3IQv4,2018,3091.0,3436.0
kYmzWgOoADE,2018,298770.0,697.0
IdeU54GFM-c,2018,1682.0,262.0
7zxX1vbX8GM,2018,440.0,172.0
q9DjXj5IIvU,2018,2396.0,256.0
41gSlV1L0rQ,2018,283617.0,792.0
eZFY6GKG1Ew,2018,474.0,258.0
iGkHvWyfTPA,2018,459827.0,682.0
EFCU-qBLuKM,2018,409599.0,298.0
oGM5tsKsjkc,2018,1783297.0,640.0
CBCbVHFzfXk,2018,352298.0,1121.0
6zJnkFEoxJo,2018,245791.0,609.0
fOdsDXT0M5Q,2018,637854.0,878.0
o6oOXwjMF2Q,2018,2623.0,1503.0
7uTUTLxsbnU,2018,678.0,383.0
zFDGONWdzxo,2018,7149.0,447.0
DqJNotJTcao,2018,104380.0,128.0
r8Jn5SCQkxA,2018,175772.0,658.0
YFe4wXdRZWM,2018,1305.0,819.0
l2fY28qX7CM,2018,2722330.0,2626.0
v2Q-58UhWWk,2018,231979.0,669.0
xfgKjAAfRIs,2018,40510.0,1541.0
Z-hV_5-DIsw,2018,234662.0,629.0
HtU9Nr5Rb9Q,2018,14166.0,15.0
PiSD3US9yPo,2018,11861.0,636.0
mYG1DA4vd-4,2018,319889.0,1039.0
6Z2vcuHR0fg,2018,2081.0,42.0
vtc9gr9aeY8,2018,1275.0,38.0
B38_9B-mFTk,2018,194122.0,392.0
WKmJM6E_Erw,2018,2105.0,10.0
RsjdmfH6JdY,2018,501.0,15.0
APjHSymry8M,2018,758.0,24.0
6Z2vcuHR0fg,2018,2081.0,42.0
vtc9gr9aeY8,2018,1275.0,38.0
B38_9B-mFTk,2018,194122.0,392.0
WKmJM6E_Erw,2018,2105.0,10.0
RsjdmfH6JdY,2018,501.0,15.0
APjHSymry8M,2018,758.0,24.0
sC352-MGB_c,2018,3176.0,16.0
5ec3nDNDzKA,2018,6504.0,605.0
Qymiz_eGSjc,2018,940.0,105.0
GlnokBpi7W8,2018,3217.0,15.0
_-IRZcS0KUA,2018,34174815.0,633.0
abrc3mk0vho,2018,90.0,54.0
X927uLjr-kI,2018,484622.0,311.0
DbUaprLtkKQ,2018,25877.0,1417.0
gn7mgP-v1zA,2018,22309.0,1397.0
HABp-Sa_Zcw,2018,131232.0,1843.0
hXX8bXS6U2E,2018,8769.0,1408.0
dV4x2wU9Qro,2018,94926.0,1389.0
93I24BDhOeM,2018,200786.0,540.0
gzgEx5UCRs0,2018,11056.0,297.0
0Iy68S3I52o,2018,7658.0,1390.0
zEp37IR2MZs,2018,357.0,30.0
j4Rc2VvyBUQ,2018,68719.0,384.0
FR9uNBBD-Sg,2018,1207774.0,214.0
Vb3bl5BhkNo,2018,76658.0,59.0
YOGkc5ZotyE,2018,4620.0,37.0
waJsOBDBPyw,2018,109.0,17.0
uRDGzy4woh4,2018,2151.0,58.0
rks1LKyeXw4,2018,17999.0,58.0
OuZtWOo98Fg,2018,9248914.0,468.0
SumDHcnCRuU,2019,8751054.0,195.0
LLGFSB3-NuI,2019,459469.0,699.0
CZLPiT6d2z8,2019,784625.0,77.0
_IopcOwfsoU,2019,878072.0,212.0
J1Yv24cM2os,2019,6003901.0,227.0
rzsVh8YwZEQ,2019,838585.0,88.0
0LS0Z8fgiII,2019,6020228.0,210.0
PDLJtQKM30E,2019,3750236.0,143.0
IIPRvY5Iees,2019,47960.0,335.0
FtCd_k9GNAs,2019,1124283.0,31.0
JyZ8wKTaHRk,2019,4685542.0,351.0
tUX-frlNBJY,2019,5862549.0,394.0
ohKPqGxotao,2019,3788767.0,143.0
BijHBOcxZzw,2019,712548.0,132.0
vX2dryLHGIE,2019,4332577.0,255.0
FzZk2G5y1_E,2019,3853805.0,178.0
uOCLYZdvSxo,2019,2583346.0,205.0
WwgAwZkYVcg,2019,1983627.0,124.0
iwZSWRELnj4,2019,4013.0,188.0
GMRGAFSckcY,2019,355736.0,554.0
RMZfVW1a-F0,2019,631069.0,55.0
sBw8OmdEkc8,2019,3576308.0,146.0
KHCbitVc0mQ,2019,202564.0,104.0
qF94r1lIe3k,2019,386459.0,357.0
61fM1pzKfXQ,2019,691.0,56.0
YMzDHZmCncQ,2019,631621.0,129.0
a7Vsx85udSs,2019,200898.0,763.0
zB72p2-op5U,2019,180787.0,245.0
bNsTzk4Q6ns,2019,291868.0,604.0
oKMuCNSJtQ0,2019,182083.0,166.0
nbr29s1TnI4,2019,26674228.0,189.0
z90aPpdKB7Q,2019,50311.0,71.0
cz-Kofo0Vfg,2019,353721.0,331.0
BXVVD2F1op0,2019,398446.0,520.0
GcVq11rNQ2Q,2019,10351989.0,132.0
G5yd9JQ2slU,2019,3411387.0,652.0
iU-rrLJG9u0,2019,2360087.0,305.0
LtQQHmItEpY,2019,12537367.0,113.0
E4dVBSSG7hs,2019,389510.0,331.0
_HlXIYHtYEU,2019,1820.0,31.0
iI-vZru7orY,2019,5979186.0,36.0
xJyl75x6hiE,2019,9352469.0,269.0
qOjMecCrt-E,2019,16321956.0,138.0
VdxWtVmWt5U,2019,486721.0,1244.0
JIL7SmxfJBc,2019,16636166.0,143.0
Jf1o8rdqwyE,2019,14776200.0,215.0
i9ZbrsPjZ_g,2019,3422155.0,365.0
4n8k0vq3wWs,2019,2755060.0,488.0
bDgF59QFZvc,2019,11870748.0,210.0
DLSAnjoN70k,2019,7296591.0,337.0
xvVu8Kbpuqg,2019,9638704.0,349.0
aqsQ3yekJ_Q,2019,16123240.0,228.0
xvVu8Kbpuqg,2019,9638704.0,349.0
aqsQ3yekJ_Q,2019,16123240.0,228.0
PbXtsKv56zI,2019,348222.0,930.0
hZ9guPPoeO8,2019,1212526.0,215.0
ek7uxw76_3A,2019,591.0,95.0
5tcBa9jbZbE,2019,17352865.0,240.0
J4nyuR7RUL8,2019,4456113.0,261.0
9dpAhnO89NY,2019,19622439.0,241.0
7FJx36mtYok,2019,25.0,3.0
klcFb8MQ8sw,2019,3156280.0,354.0
u3VK6wccWDg,2019,22370357.0,238.0
3RbAwI9-Eh4,2019,18935007.0,243.0
UcQoaIZTyrA,2019,20201849.0,238.0
6fHfdJdUgiE,2019,19280627.0,249.0
jWXVVxN4flc,2019,18398135.0,308.0
oTNavkLCoCM,2019,12503202.0,324.0
kLbolRrvZSc,2019,3795214.0,543.0
SLLmRx8Tt3E,2019,2074081.0,304.0
1hIGrjyJtzU,2019,25191647.0,278.0
gvoe3Q5FBDk,2019,30742662.0,309.0
RFD1l1ISbaM,2019,34451965.0,244.0
rrGXBfmbuIc,2019,33936934.0,225.0
MSoj913VKi0,2019,195666.0,958.0
p71M45PenL8,2019,21758985.0,415.0
yNaEcGMWZB4,2019,25692443.0,339.0
sllWKwinns0,2019,2199234.0,779.0
hSLtgT_cRCs,2019,24802998.0,470.0
iI-vZru7orY,2019,5979186.0,36.0
GvHWbmBpL6k,2019,25581518.0,438.0
yNaEcGMWZB4,2019,25692443.0,339.0
2ZjmLzpMDgc,2019,43142854.0,443.0
N-Y4juWCmhk,2019,963076.0,436.0
RFD1l1ISbaM,2019,34451965.0,244.0
rrGXBfmbuIc,2019,33936934.0,225.0
Rt1K4FOKPbI,2019,13591317.0,307.0
ek7uxw76_3A,2019,591.0,95.0
FL31ZuLM-Jk,2019,4342209.0,601.0
HIvT9jmYmHQ,2019,20906454.0,262.0
q4tp4KeQRsI,2019,100982.0,173.0
7FJx36mtYok,2019,25.0,3.0
UJtl7XMOutE,2019,14579.0,1552.0
oaVvnRQFfgg,2019,28.0,15.0
cwBtZp3tBdU,2019,110025.0,216.0
0AWO2IVulKk,2019,942519.0,603.0
ioj9tgu-RD4,2019,2627.0,48.0
ksnCXYD94I4,2019,6323.0,39.0
Nx_4SrXbtwI,2019,14771351.0,1682.0
es8zwLX3Wv0,2019,55976.0,60.0
4BiRWofzbfI,2019,34496.0,348.0
dDOKD1X2PHs,2019,137962.0,312.0
e3usxxCNK1Y,2019,143880.0,343.0
-skE9bCJK7U,2019,1033088.0,165.0
0n12KOY-Vmc,2019,24355.0,193.0
PFeQbDoaffM,2019,771774.0,305.0
Y7vbAQH0J8k,2019,129.0,35.0
CDmYjCqRJOw,2019,7697.0,209.0
PTYRl02Ty3w,2019,3632.0,975.0
E7RDduyi2ps,2019,274.0,56.0
XjJ7o-8SwI4,2019,12362.0,249.0
R9ecitonHwA,2019,62531.0,179.0
Wtv_qFrUKlQ,2019,56.0,28.0
J4nyuR7RUL8,2019,4456113.0,261.0
jWXVVxN4flc,2019,18398135.0,308.0
UcQoaIZTyrA,2019,20201849.0,238.0
p71M45PenL8,2019,21758985.0,415.0
2ZjmLzpMDgc,2019,43142854.0,443.0
kLbolRrvZSc,2019,3795214.0,543.0
309LohJ6DVA,2019,34748428.0,409.0
SLLmRx8Tt3E,2019,2074081.0,304.0
yNaEcGMWZB4,2019,25692443.0,339.0
hSLtgT_cRCs,2019,24802998.0,470.0
sllWKwinns0,2019,2199234.0,779.0
XWpXAi0q_BQ,2019,37305968.0,476.0
oylFQ6Njg2E,2019,4791396.0,858.0
QvYZeEYKe1A,2019,972555.0,601.0
WbI5p2YCcmM,2019,22904671.0,927.0
q4tp4KeQRsI,2019,100982.0,173.0
GvHWbmBpL6k,2019,25581518.0,438.0
0n12KOY-Vmc,2019,24355.0,193.0
N-Y4juWCmhk,2019,963076.0,436.0
Rt1K4FOKPbI,2019,13591317.0,307.0
GcPKdgJYM4Q,2019,2953809.0,496.0
es8zwLX3Wv0,2019,55976.0,60.0
cwBtZp3tBdU,2019,110025.0,216.0
UJtl7XMOutE,2019,14579.0,1552.0
-skE9bCJK7U,2019,1033088.0,165.0
0AWO2IVulKk,2019,942519.0,603.0
e3usxxCNK1Y,2019,143880.0,343.0
R9ecitonHwA,2019,62531.0,179.0
4BiRWofzbfI,2019,34496.0,348.0
PFeQbDoaffM,2019,771774.0,305.0
Nx_4SrXbtwI,2019,14771351.0,1682.0
wahFUAg6KOk,2019,54075.0,230.0
qcmEZ_aD24I,2019,2772.0,41.0
HfInepwv_qM,2019,18378.0,216.0
M-wA4BtDVGY,2019,1762.0,2229.0
oA7FcKVN_z0,2019,431052.0,525.0
V6VxxUddOrw,2019,150052.0,997.0
iw8iprGMmPU,2019,593.0,31.0
P6AjoB0M_h0,2019,93.0,21.0
B3flNRk22tg,2019,26.0,16.0
efF92rl95NQ,2019,780435.0,741.0
SGnAUJoI8GQ,2019,232552.0,2626.0
rBdV1iam5Ts,2019,6097.0,55.0
79UGt02ow5o,2019,3584.0,177.0
WZoavekWWoU,2019,1910533.0,204.0
r2gsXs0ITn0,2020,600206.0,35.0
CdZlocIhZfo,2020,791871.0,11.0
Cu3R5it4cQs,2020,1738877.0,168.0
qTE6hE1a_vU,2020,1292636.0,100.0
JmohuhGTOFA,2020,1998862.0,134.0
tL2X3Fy0BUQ,2020,17485818.0,100.0
hsWr_JWTZss,2020,10611959.0,402.0
jL_2QADpB48,2020,4150868.0,151.0
VOJ6M1k0gO4,2020,13098568.0,271.0
3YFeE1eDlD0,2020,7464319.0,289.0
9vkncb3Y8ks,2020,2780392.0,273.0
ykHPgL9du9Y,2020,19113.0,36.0
dDYFiq1l5Dg,2020,8949822.0,722.0
boezS4C_MFc,2020,9495386.0,629.0
H07MW776yHw,2020,6595.0,16.0
3SEfFauRHEw,2020,899254.0,383.0
yzz5UG0RHVI,2020,198441.0,31.0
iBmdcYt6uxg,2020,1460898.0,248.0
4yLwC4g4s9E,2020,291492.0,106.0
jfNc_Bul-vQ,2020,48.0,266.0
TNnbw2AbzBg,2020,143.0,21.0
4RYyeAZo7D4,2020,305943.0,452.0
PYOhYBejev4,2020,217504.0,296.0
oFynoDtotOk,2020,722309.0,172.0
sZxB0ufIe_M,2020,1169479.0,665.0
m5r7zwdGEek,2020,1365012.0,144.0
YOB8Y1_-qzQ,2020,182.0,32.0
2-VSBdAk6O0,2020,4226.0,128.0
FdyxLk9G9gI,2020,7071.0,582.0
AqegIVp6_BU,2020,251614.0,577.0
xN6iPLUuKHA,2020,18.0,27.0
jqsanozn7p8,2020,491707.0,556.0
gNDCxHn17h0,2020,23.0,175.0
94G0DbdXsEQ,2020,1519156.0,650.0
hWvwk9Kvgf8,2020,1360.0,156.0
viSKNlWmPR0,2020,204804.0,960.0
qMolvQ6sEzA,2020,348.0,284.0
qMolvQ6sEzA,2020,348.0,284.0
1O9MmzD6904,2020,103083.0,1155.0
x9zLpRbX5_4,2020,515151.0,495.0
HFcXXu4SQ7I,2020,400806.0,1124.0
pXTF-gUpsno,2020,2373454.0,514.0
mhfGE2Bj-Vc,2020,246165.0,198.0
r1I6cEwi4Us,2020,4434156.0,255.0
PzDU-wzK2oQ,2020,51059.0,559.0
6F8Ktf3-TBo,2020,268193.0,841.0
M32v1888lts,2020,1621619.0,650.0
b3s2W5OuzLY,2020,10321273.0,219.0
ePexeoQ2T7Q,2020,952625.0,191.0
2Stzg9u-nS4,2020,302220.0,253.0
w0sxm9CCNIo,2020,374280.0,283.0
lMggGkxM4KQ,2020,97.0,8.0
2HNlTByIG_s,2020,8856465.0,256.0
v05c9htFCpw,2020,1604127.0,408.0
ZJw1pXO31vo,2020,13524852.0,490.0
sAYGQN_xzrI,2020,3283775.0,107.0
oW3XkMF7z4I,2020,12067148.0,368.0
yreMFWu0G6Y,2020,91.0,48.0
G_fB5VGWKbI,2020,6381099.0,349.0
41b5ul4lpDw,2020,13354272.0,532.0
mOyCOzXVmQA,2020,11339254.0,450.0
4cIE37IHVN0,2020,15456282.0,602.0
Icl-ioRHAdo,2020,630351.0,635.0
UiA-2XRnx8Y,2020,9335606.0,586.0
KrIitup-NJ8,2020,17899584.0,465.0
NR7Gbd0mB3c,2020,261009.0,459.0
yiWbWFqLDiE,2020,24509593.0,418.0
QKlNJSxqaGI,2020,12204622.0,450.0
RbInhdT2MJw,2020,21394108.0,601.0
uGavT0yrjLM,2020,213418.0,1293.0
76txalAC5yg,2020,1244277.0,300.0
8SnLeGceEDU,2020,2050.0,41.0
u7JKCHXJUso,2020,871910.0,120.0
ctES3wNkeCw,2020,25585001.0,801.0
paMqnW4mkHc,2020,617.0,38.0
YWSPeQ31sK4,2020,531.0,31.0
hsfgQ_iqswE,2020,66.0,40.0
vm81gp04mBE,2020,8619.0,128.0
yreMFWu0G6Y,2020,91.0,48.0
9O0XkQeXBYk,2020,295543.0,836.0
G_fB5VGWKbI,2020,6381099.0,349.0
41b5ul4lpDw,2020,13354272.0,532.0
Cc_NW-8Lm08,2020,19405238.0,360.0
mOyCOzXVmQA,2020,11339254.0,450.0
4cIE37IHVN0,2020,15456282.0,602.0
UiA-2XRnx8Y,2020,9335606.0,586.0
CNPTQPgWoOA,2020,223633.0,666.0
D03eoa-LqhY,2020,331961.0,680.0
KrIitup-NJ8,2020,17899584.0,465.0
NR7Gbd0mB3c,2020,261009.0,459.0
yiWbWFqLDiE,2020,24509593.0,418.0
KmjhMTdFWcg,2020,221226.0,491.0
QKlNJSxqaGI,2020,12204622.0,450.0
RbInhdT2MJw,2020,21394108.0,601.0
30DuRxjePms,2020,213464.0,619.0
YAntBW95HAQ,2020,246285.0,498.0
uGavT0yrjLM,2020,213418.0,1293.0
u7JKCHXJUso,2020,871910.0,120.0
L7UL8gWPtA0,2020,313859.0,421.0
NWEjKlyt-ag,2020,156734.0,456.0
OY2QvDrKe3g,2020,1054825.0,700.0
ctES3wNkeCw,2020,25585001.0,801.0
paMqnW4mkHc,2020,617.0,38.0
6k2Tzb6HORY,2020,25902.0,242.0
PQXxkyT7qk0,2020,771493.0,8.0
Jc1p7K9xKF0,2020,1681.0,273.0
66SK8wO1g_I,2020,14412507.0,229.0
Qxp3kAVOUeQ,2020,3137.0,203.0
YfUDwpu-208,2020,13.0,18.0
wV4PxY1Jbqc,2020,55.0,16.0
bhn2cJYAcsg,2020,522926.0,1170.0
jahpfTTah4E,2020,1396311.0,649.0
nXZCZ5brLTo,2020,15.0,12.0
oVWq9OF0faA,2020,287045.0,1362.0
AORGCqcfVEs,2020,843976.0,737.0
2DsMnpgoJDc,2020,40.0,16.0
okveaDkvmyY,2020,5.0,11.0
cLx3rSbC8ng,2020,354.0,29.0
6sCmnt5eeXs,2020,56.0,23.0
VuLYTSzXYDc,2020,35.0,44.0
zgulL6-k6ME,2021,12545508.0,21.0
Hr6zY0Yt6wE,2021,99993.0,203.0
mFEKmmGZCxg,2021,9515129.0,49.0
muxK7-tCKqc,2021,37227098.0,16.0
84RvbL-SS-Y,2021,712937.0,36.0
JmrfT8BeQRk,2021,254150.0,499.0
d4GGIbP2YC0,2021,303004.0,295.0
Nw-za_NFVLE,2021,317396.0,623.0
6WztAXXP7Wo,2021,569413.0,673.0
vVYEviQVHBU,2021,1327124.0,110.0
WZQcrcASKxg,2021,240465.0,252.0
L_PkXAd7UFo,2021,406981.0,116.0
BMadvm4wioc,2021,261792.0,516.0
R-1JXejejMg,2021,1319652.0,507.0
Q95zFLkSgfU,2021,192472.0,524.0
3j7Nlj2vFCw,2021,243335.0,139.0
WQod6VzXw5U,2021,262126.0,536.0
6LkDdAhBgeg,2021,199771.0,874.0
Oy73XchalDE,2021,409741.0,953.0
LPOm4SeUQn4,2021,183675.0,494.0
MFZQdhwxj0o,2021,247868.0,70.0
VMZsFCQPRZY,2021,38601282.0,533.0
FUxHgKTPbWY,2021,314446.0,161.0
WS-22w4NzJA,2021,2118085.0,138.0
y-pnzQxZEVk,2021,217155.0,578.0
51re8OsHC00,2021,2022071.0,100.0
ddXRSF-tiFE,2021,293310.0,31.0
m4qxsGtr3ME,2021,1451261.0,611.0
8aEJ5UoSF2A,2021,1072.0,16.0
fGJFRxHI2lA,2021,190626.0,642.0
w36aKz1Tzy4,2021,62189.0,298.0
mmnhi2KTVZA,2021,15206.0,236.0
kWjshQoQJ9k,2021,13367.0,199.0
zpks3uv_6eg,2021,402799.0,333.0
eVe4Y3554UA,2021,5580.0,295.0
nZ5XkcdlkNc,2021,180798.0,491.0
j-2c-7m4Dc0,2021,503545.0,519.0
qGOmlo1cGEk,2021,154845.0,145.0
-l_oO-2PEj8,2021,1177708.0,515.0
3y18pCBXlsU,2021,426963.0,922.0
POLKmdVsaro,2021,2804.0,229.0
umYufsf4mlE,2021,1113438.0,672.0
ebshN28FDWE,2021,4941649.0,305.0
zT4qWkiXIxU,2021,2070335.0,224.0
Hz1WjtBE_tQ,2021,370330.0,230.0
pYspUNWjhZE,2021,8848181.0,229.0
aW0tzdK4SSs,2021,1215273.0,255.0
uAfl87_R9ck,2021,55817.0,228.0
JJeKieFfyq8,2021,981808.0,680.0
JKaOmFQ25nQ,2021,82967.0,264.0
YakBFYAAf2U,2021,184154.0,373.0
XZPuB1QasQU,2021,3611955.0,2021.0
qFiCRNmj64w,2021,391757.0,492.0
CtCWikq7M_s,2021,471462.0,486.0
Q43ZbHo47ik,2021,10227.0,706.0
Brm31p2viPQ,2021,17792.0,15.0
bJnunucgNf8,2021,82853.0,312.0
0jqyxNxEuH4,2021,88235.0,1498.0
2UIeLplvmvk,2021,756.0,16.0
EC3KuqzoPNo,2021,3173.0,287.0
_h7O3xhPm80,2021,602879.0,835.0
n3VE6LRqt3M,2021,2321.0,217.0
h_-itrX34vU,2021,46538.0,167.0
gKlNmmpufgY,2021,13683.0,235.0
g-r1CJXOc6k,2021,3264.0,156.0
nnSwUNr5E14,2021,107067.0,213.0
DxTueBRILEc,2021,12925.0,210.0
WWaQkr8xNF4,2021,27530.0,223.0
t4TEtQHEUoQ,2021,17565.0,234.0
X6gpTstD0jQ,2021,47762.0,248.0
h0Zu2h4io70,2021,4201.0,197.0
nnSwUNr5E14,2021,107067.0,213.0
DxTueBRILEc,2021,12925.0,210.0
WWaQkr8xNF4,2021,27530.0,223.0
t4TEtQHEUoQ,2021,17565.0,234.0
X6gpTstD0jQ,2021,47762.0,248.0
h0Zu2h4io70,2021,4201.0,197.0
KjH7G3UH268,2021,19541.0,242.0
O0sC03-JR4Q,2021,54880.0,267.0
wQziQX9QunY,2021,698.0,186.0
ORkloCA25po,2021,38024.0,273.0
h7bQ98POEhg,2021,7335.0,253.0
EVC_pPkMsC4,2021,3922.0,224.0
Z2poosZEynw,2021,35484.0,295.0
e1M3UVrUJ64,2021,24725.0,239.0
z3uHmrnApEU,2021,1298.0,216.0
X4Q19QHvS2s,2021,4235.0,256.0
WXTYlFHzj8g,2021,3296.0,299.0
uO_ftnck4vk,2021,237520.0,482.0
vrSDVaczn2c,2021,2350.0,229.0
-JIylEEKTBE,2021,12309.0,482.0
ZKrYzktrwe0,2021,919.0,250.0
GICRlK1Pbdo,2021,2831.0,492.0
CCh6AUbDbU4,2021,1808881.0,601.0
0Vqu3i1uM88,2021,22612.0,483.0
uLi8yPAAnRY,2021,28540.0,204.0
mxGkj1YydaM,2021,2329.0,355.0
J6KdcHRAL3I,2021,1575.0,536.0
HxP_Mfikj8M,2021,7319.0,259.0
bG4WJK6_uyo,2021,13727.0,258.0
sROdF_NGD1M,2021,25299.0,240.0
dZqHOuKh898,2021,20206.0,239.0
5HPbPHkxH0Q,2021,8353.0,484.0
zRN-mFXEEZI,2021,1776.0,351.0
RAqzB8qJEgg,2021,13228.0,239.0
IAgjGgwTNI8,2021,4225.0,220.0
jnrKX69RE8s,2021,7058.0,226.0
fcj9Ajqr6jQ,2021,312.0,17.0
ila4-uf3_L8,2021,9388.0,1569.0
zfJvWkM4MWY,2021,1912.0,269.0
1wScF18yEGI,2021,3080.0,181.0
4GLAi0OYPYA,2021,8052.0,1416.0
6UGGHShhbFo,2021,2909.0,482.0
V_ganA_v9oM,2021,1490.0,51.0
J1068qEaQn4,2021,3755.0,13.0
Wmx9MQc1pwY,2021,2405.0,10.0
