id,published_at,length,views
khjgyCj4K80,2019-09-04T04:00:05Z,PT42M19S,N/A
VjYaz851u4Q,2019-07-22T04:00:05Z,PT32M2S,N/A
xf1rYqjhUsY,2019-07-04T04:00:03Z,PT42M34S,N/A
saGM-d_7D3Q,2019-01-30T05:00:17Z,PT42M14S,N/A
E_c8Mf_3cnk,2019-12-09T05:00:02Z,PT41M35S,N/A
iU-rrLJG9u0,2019-02-04T12:00:07Z,PT5M5S,2360087
qHIk_qdNFy0,2019-05-31T15:59:51Z,P0D,17296969
vG7D8LViq2g,2019-08-02T10:01:30Z,PT23M7S,N/A
LtQQHmItEpY,2019-03-23T11:47:33Z,PT1M53S,12537367
NqTWwEUlkmg,2019-03-24T04:00:11Z,PT21M13S,N/A
E4dVBSSG7hs,2019-12-23T18:25:14Z,PT5M31S,389510
JQOG75w537U,2019-10-22T04:00:09Z,PT42M16S,N/A
71U2hBouhDI,2019-09-16T04:00:16Z,PT42M34S,N/A
_HlXIYHtYEU,2019-03-22T19:46:39Z,PT31S,1820
ZbUbbvlgUCA,2019-12-17T14:23:09Z,PT58M19S,N/A
rODl0IDDtgc,2019-07-15T04:00:49Z,PT21M32S,N/A
iI-vZru7orY,2019-06-19T14:18:30Z,PT36S,5979186
5hyUKzAY4Eo,2019-03-11T04:00:49Z,PT42M27S,N/A
jh_qWtWMXR4,2019-08-02T04:00:42Z,PT1H5M36S,N/A
5mVC4RbpR74,2019-01-18T09:09:45Z,PT42M22S,N/A
xJyl75x6hiE,2019-07-27T17:00:08Z,PT4M29S,9352469
jIL-fVVbJcY,2019-08-08T08:48:54Z,PT22M49S,N/A
hb0_Daq-rh8,2019-01-21T05:00:10Z,PT21M33S,N/A
qOjMecCrt-E,2019-05-12T00:30:02Z,PT2M18S,16321956
0zx-0tasXAM,2019-05-24T04:00:16Z,PT42M4S,N/A
VdxWtVmWt5U,2019-12-10T00:00:25Z,PT20M44S,486721
JIL7SmxfJBc,2019-06-22T18:09:52Z,PT2M23S,16636166
8hK_UIvy5k4,2019-04-13T06:34:42Z,PT23M25S,N/A
zIoPvfATRsM,2019-05-10T04:00:07Z,PT21M44S,N/A
XtIwrS9kDR0,2019-06-09T04:00:05Z,PT41M20S,N/A
Jf1o8rdqwyE,2019-04-18T19:34:51Z,PT3M35S,14776200
bDGNFmwtWM8,2019-07-29T04:00:13Z,PT21M45S,N/A
i9ZbrsPjZ_g,2019-02-11T18:00:07Z,PT6M5S,3422155
gYmPMb3-26k,2019-03-02T05:00:08Z,PT41M35S,N/A
rOmlW1WRSYI,2019-04-09T04:00:09Z,PT58M13S,N/A
fYXQYidfD84,2019-10-07T04:00:11Z,PT21M51S,N/A
89Q3JNtD6Mk,2019-06-11T04:00:11Z,PT24M13S,N/A
4n8k0vq3wWs,2019-05-29T13:58:26Z,PT8M8S,2755060
c235n04Aw8w,2019-12-11T10:19:17Z,PT2H15M30S,N/A
JFwVnadL5QQ,2019-01-23T11:28:49Z,PT41M4S,N/A
bDgF59QFZvc,2019-04-28T03:32:34Z,PT3M30S,11870748
HON4p0_XwnA,2019-11-05T05:00:15Z,PT41M42S,N/A
DLSAnjoN70k,2019-08-11T16:45:00Z,PT5M37S,7296591
OK7PowIusBA,2019-04-09T04:00:15Z,PT59M6S,N/A
xvVu8Kbpuqg,2019-11-18T20:30:04Z,PT5M49S,9638704
A3J5-I4ij1A,2019-10-28T04:00:07Z,PT58M19S,N/A
aqsQ3yekJ_Q,2019-10-22T10:01:47Z,PT3M48S,16123240
OK7PowIusBA,2019-04-09T04:00:15Z,PT59M6S,N/A
xvVu8Kbpuqg,2019-11-18T20:30:04Z,PT5M49S,9638704
A3J5-I4ij1A,2019-10-28T04:00:07Z,PT58M19S,N/A
aqsQ3yekJ_Q,2019-10-22T10:01:47Z,PT3M48S,16123240
_LvlM2JvsRo,2019-06-12T06:44:20Z,PT42M34S,N/A
PbXtsKv56zI,2019-09-13T23:00:11Z,PT15M30S,348222
1urwnU5Wyno,2019-04-09T04:00:08Z,PT52M2S,N/A
hZ9guPPoeO8,2019-06-01T18:59:47Z,PT3M35S,1212526
cDOEpz5lpeE,2019-07-26T07:09:36Z,PT24M6S,N/A
ek7uxw76_3A,2019-04-12T20:20:02Z,PT1M35S,591
5tcBa9jbZbE,2019-11-04T04:45:13Z,PT4M,17352865
ZX49pZ1YMyI,2019-10-27T04:00:05Z,PT21M13S,N/A
jebRJ5BDk4A,2019-10-22T04:00:08Z,PT22M57S,N/A
J4nyuR7RUL8,2019-10-18T05:39:47Z,PT4M21S,4456113
9dpAhnO89NY,2019-09-27T08:27:52Z,PT4M1S,19622439
nGVc6ZNfa5E,2019-10-16T10:06:29Z,PT36M13S,N/A
7FJx36mtYok,2019-10-16T06:32:50Z,PT3S,25
klcFb8MQ8sw,2019-08-22T04:06:04Z,PT5M54S,3156280
u3VK6wccWDg,2019-09-06T08:18:53Z,PT3M58S,22370357
3RbAwI9-Eh4,2019-06-16T00:30:00Z,PT4M3S,18935007
X_aw1eTof8k,2019-08-01T04:00:03Z,PT42M16S,N/A
coYw-eVU0Ks,2019-01-22T07:21:31Z,P0D,178041586
BkVdAcia5eQ,2019-07-20T09:00:04Z,PT24M6S,N/A
pHEdgIK6Gig,2019-06-27T09:00:04Z,PT36M13S,N/A
PkoAJc_zbLw,2019-06-12T07:00:04Z,PT1H24M49S,N/A
UcQoaIZTyrA,2019-12-19T05:48:41Z,PT3M58S,20201849
6fHfdJdUgiE,2019-07-15T23:30:00Z,PT4M9S,19280627
W-EoWMD3NR8,2019-07-11T05:55:13Z,PT21M44S,N/A
jWXVVxN4flc,2019-12-04T10:53:20Z,PT5M8S,18398135
oTNavkLCoCM,2019-08-04T03:26:15Z,PT5M24S,12503202
u36Eh8mrv7c,2019-05-06T18:02:01Z,PT21M12S,N/A
kLbolRrvZSc,2019-04-19T14:00:06Z,PT9M3S,3795214
x9FExQ3WLpo,2019-08-22T05:34:59Z,PT20M13S,N/A
SLLmRx8Tt3E,2019-06-28T00:46:55Z,PT5M4S,2074081
1hIGrjyJtzU,2019-09-13T11:23:38Z,PT4M38S,25191647
gvoe3Q5FBDk,2019-08-15T23:30:00Z,PT5M9S,30742662
GwEjBQTJKzs,2019-08-02T09:56:16Z,PT23M50S,N/A
WPuDonmPNIM,2019-11-14T12:25:14Z,PT1H26M14S,N/A
RFD1l1ISbaM,2019-06-28T07:06:17Z,PT4M4S,34451965
rrGXBfmbuIc,2019-04-16T15:00:04Z,PT3M45S,33936934
MSoj913VKi0,2019-07-23T18:58:11Z,PT15M58S,195666
zM4YP4Sfz7Q,2019-01-10T05:00:14Z,PT42M5S,N/A
D8xIej1HVqw,2019-07-01T04:00:05Z,PT11M33S,N/A
p71M45PenL8,2019-11-27T03:12:42Z,PT6M55S,21758985
yNaEcGMWZB4,2019-11-10T06:29:05Z,PT5M39S,25692443
epDagT30R68,2019-03-04T05:00:18Z,PT43M36S,N/A
GnjG0T_tNXM,2019-09-20T10:54:37Z,PT21M38S,N/A
sllWKwinns0,2019-01-02T14:18:56Z,PT12M59S,2199234
hSLtgT_cRCs,2019-09-24T08:33:28Z,PT7M50S,24802998
xpPgGxXX-8I,2019-08-07T08:13:27Z,PT27M38S,N/A
iI-vZru7orY,2019-06-19T14:18:30Z,PT36S,5979186
GvHWbmBpL6k,2019-12-14T03:32:50Z,PT7M18S,25581518
yNaEcGMWZB4,2019-11-10T06:29:05Z,PT5M39S,25692443
2ZjmLzpMDgc,2019-08-29T13:16:10Z,PT7M23S,43142854
aYggsH2gl0A,2019-02-19T21:59:11Z,PT40M53S,N/A
N-Y4juWCmhk,2019-02-03T07:58:38Z,PT7M16S,963076
RFD1l1ISbaM,2019-06-28T07:06:17Z,PT4M4S,34451965
rzK4LOUS3Q8,2019-11-18T05:00:17Z,PT43M5S,N/A
Nl78aA5sR_Y,2019-11-12T06:39:20Z,PT43M22S,N/A
ZxkwUHqiljs,2019-04-12T07:19:38Z,PT20M59S,N/A
rrGXBfmbuIc,2019-04-16T15:00:04Z,PT3M45S,33936934
EVhP6cmwOJA,2019-08-02T09:07:28Z,PT23M53S,N/A
iEYNIGY8Bw0,2019-06-08T12:42:01Z,PT36M13S,N/A
by4nLhaYgX0,2019-02-22T14:16:00Z,PT20M59S,N/A
Rt1K4FOKPbI,2019-10-24T07:38:02Z,PT5M7S,13591317
ek7uxw76_3A,2019-04-12T20:20:02Z,PT1M35S,591
gbPTg2wXoDk,2019-08-09T07:12:31Z,PT21M58S,N/A
-rPlLeEgFPU,2019-04-22T04:00:12Z,PT21M44S,N/A
xTiCTdkRvpU,2019-07-11T04:00:03Z,PT42M34S,N/A
FL31ZuLM-Jk,2019-05-26T08:00:00Z,PT10M1S,4342209
jZbE-gQy9wQ,2019-09-05T05:39:35Z,PT42M1S,N/A
HIvT9jmYmHQ,2019-09-19T12:00:11Z,PT4M22S,20906454
q4tp4KeQRsI,2019-01-12T21:17:48Z,PT2M53S,100982
7FJx36mtYok,2019-10-16T06:32:50Z,PT3S,25
UJtl7XMOutE,2019-02-23T08:00:08Z,PT25M52S,14579
coYw-eVU0Ks,2019-01-22T07:21:31Z,P0D,178041586
o38V_XFC2lk,2019-03-21T04:00:05Z,PT43M4S,N/A
Giq4WKwAygA,2019-05-07T04:00:36Z,PT23M49S,N/A
oaVvnRQFfgg,2019-07-31T10:56:11Z,PT15S,28
cwBtZp3tBdU,2019-01-13T17:49:43Z,PT3M36S,110025
0AWO2IVulKk,2019-06-13T15:00:01Z,PT10M3S,942519
ioj9tgu-RD4,2019-06-21T04:01:29Z,PT48S,2627
ksnCXYD94I4,2019-04-07T10:13:21Z,PT39S,6323
Nx_4SrXbtwI,2019-12-12T14:27:22Z,PT28M2S,14771351
es8zwLX3Wv0,2019-01-05T12:30:01Z,PT1M,55976
4BiRWofzbfI,2019-10-24T05:00:02Z,PT5M48S,34496
dDOKD1X2PHs,2019-12-28T11:00:12Z,PT5M12S,137962
e3usxxCNK1Y,2019-08-02T14:46:04Z,PT5M43S,143880
-skE9bCJK7U,2019-07-11T02:54:50Z,PT2M45S,1033088
RadmvkwAAkU,2019-11-18T13:27:09Z,PT2M37S,N/A
0n12KOY-Vmc,2019-08-09T15:43:56Z,PT3M13S,24355
PFeQbDoaffM,2019-02-01T02:46:46Z,PT5M5S,771774
Y7vbAQH0J8k,2019-08-19T02:40:07Z,PT35S,129
CDmYjCqRJOw,2019-11-17T20:55:00Z,PT3M29S,7697
PTYRl02Ty3w,2019-12-01T00:30:02Z,PT16M15S,3632
E7RDduyi2ps,2019-11-29T12:24:27Z,PT56S,274
XjJ7o-8SwI4,2019-02-01T00:00:02Z,PT4M9S,12362
dxlR0TdBnFc,2019-11-28T17:15:05Z,PT27M56S,N/A
R9ecitonHwA,2019-12-20T12:00:12Z,PT2M59S,62531
Wtv_qFrUKlQ,2019-07-16T06:19:45Z,PT28S,56
J4nyuR7RUL8,2019-10-18T05:39:47Z,PT4M21S,4456113
jWXVVxN4flc,2019-12-04T10:53:20Z,PT5M8S,18398135
UcQoaIZTyrA,2019-12-19T05:48:41Z,PT3M58S,20201849
p71M45PenL8,2019-11-27T03:12:42Z,PT6M55S,21758985
2ZjmLzpMDgc,2019-08-29T13:16:10Z,PT7M23S,43142854
kLbolRrvZSc,2019-04-19T14:00:06Z,PT9M3S,3795214
309LohJ6DVA,2019-12-28T12:10:10Z,PT6M49S,34748428
SLLmRx8Tt3E,2019-06-28T00:46:55Z,PT5M4S,2074081
yNaEcGMWZB4,2019-11-10T06:29:05Z,PT5M39S,25692443
hSLtgT_cRCs,2019-09-24T08:33:28Z,PT7M50S,24802998
sllWKwinns0,2019-01-02T14:18:56Z,PT12M59S,2199234
XWpXAi0q_BQ,2019-11-16T00:30:01Z,PT7M56S,37305968
oylFQ6Njg2E,2019-07-29T01:15:00Z,PT14M18S,4791396
QvYZeEYKe1A,2019-07-13T04:02:15Z,PT10M1S,972555
WbI5p2YCcmM,2019-07-21T13:00:06Z,PT15M27S,22904671
q4tp4KeQRsI,2019-01-12T21:17:48Z,PT2M53S,100982
GvHWbmBpL6k,2019-12-14T03:32:50Z,PT7M18S,25581518
0n12KOY-Vmc,2019-08-09T15:43:56Z,PT3M13S,24355
N-Y4juWCmhk,2019-02-03T07:58:38Z,PT7M16S,963076
msTG4XSB41M,2019-09-04T04:00:05Z,PT23M53S,N/A
Rt1K4FOKPbI,2019-10-24T07:38:02Z,PT5M7S,13591317
GcPKdgJYM4Q,2019-06-08T20:20:16Z,PT8M16S,2953809
es8zwLX3Wv0,2019-01-05T12:30:01Z,PT1M,55976
cwBtZp3tBdU,2019-01-13T17:49:43Z,PT3M36S,110025
UJtl7XMOutE,2019-02-23T08:00:08Z,PT25M52S,14579
-skE9bCJK7U,2019-07-11T02:54:50Z,PT2M45S,1033088
0AWO2IVulKk,2019-06-13T15:00:01Z,PT10M3S,942519
e3usxxCNK1Y,2019-08-02T14:46:04Z,PT5M43S,143880
R9ecitonHwA,2019-12-20T12:00:12Z,PT2M59S,62531
4BiRWofzbfI,2019-10-24T05:00:02Z,PT5M48S,34496
PFeQbDoaffM,2019-02-01T02:46:46Z,PT5M5S,771774
Nx_4SrXbtwI,2019-12-12T14:27:22Z,PT28M2S,14771351
wahFUAg6KOk,2019-06-13T11:51:35Z,PT3M50S,54075
qcmEZ_aD24I,2019-08-12T23:03:34Z,PT41S,2772
_hdHW-aoCgs,2019-09-24T04:01:38Z,PT47M11S,N/A
HfInepwv_qM,2019-02-22T02:30:19Z,PT3M36S,18378
M-wA4BtDVGY,2019-11-02T21:58:24Z,PT37M9S,1762
oA7FcKVN_z0,2019-03-31T09:00:06Z,PT8M45S,431052
V6VxxUddOrw,2019-05-26T12:28:45Z,PT16M37S,150052
iw8iprGMmPU,2019-11-29T12:14:28Z,PT31S,593
P6AjoB0M_h0,2019-11-11T11:47:54Z,PT21S,93
B3flNRk22tg,2019-08-21T10:00:21Z,PT16S,26
efF92rl95NQ,2019-07-19T11:28:19Z,PT12M21S,780435
SGnAUJoI8GQ,2019-05-09T11:26:02Z,PT43M46S,232552
3GzxO4R8Ymo,2019-09-24T04:00:10Z,PT24M11S,N/A
rBdV1iam5Ts,2019-03-03T05:54:10Z,PT55S,6097
Ctx1yoEC1-I,2019-09-11T04:00:06Z,PT23M53S,N/A
79UGt02ow5o,2019-02-22T22:25:47Z,PT2M57S,3584
WZoavekWWoU,2019-05-20T12:52:30Z,PT3M24S,1910533
