id,published_at,length,views
8z9xjXswVow,2014-06-16T07:03:50Z,PT1M54S,N/A
pe3rOQZgR_I,2014-09-15T04:00:15Z,PT21M5S,N/A
IWnjbfzhAes,2014-01-23T17:00:04Z,PT3M52S,527364
7VfCnlvLiFU,2014-10-02T07:00:21Z,PT43M3S,N/A
MH0xIFFjK34,2014-11-27T19:00:06Z,PT16M49S,15641
EfVpCI2bSFE,2014-05-28T06:41:34Z,PT21M42S,N/A
-bR4WddD2_A,2014-02-20T17:21:25Z,PT3M4S,890
OZDwEoqn4Qg,2014-11-26T17:23:26Z,PT21M4S,N/A
VIPdUit__to,2014-11-03T02:11:41Z,PT24M31S,N/A
D8lYPLwprYg,2014-04-23T08:56:46Z,PT1M7S,172
DGmn6iJslFI,2014-11-28T20:43:53Z,PT20M52S,679
Q4wfRedNSVQ,2014-03-31T07:00:19Z,PT38M6S,N/A
svg93UCRQ6c,2014-09-27T07:00:06Z,PT41M4S,N/A
AGLL8IrUUdY,2014-09-15T04:00:41Z,PT22M7S,N/A
CDGE7_SiZ9Q,2014-02-28T06:03:54Z,PT21M53S,N/A
4Q2GoPz_y-o,2014-05-05T07:00:12Z,PT21M6S,N/A
ND8klKj-Z_k,2014-12-21T17:50:50Z,PT56S,9490
qnHxrwg5HFo,2014-10-07T04:03:06Z,PT45M7S,N/A
J8f0nNE6PvA,2014-01-06T05:00:07Z,PT29M16S,N/A
90in8FLvIGE,2014-12-02T08:00:06Z,PT43M3S,N/A
d7-ebZv6cH4,2014-10-06T11:29:16Z,PT44M8S,N/A
UMeQBA3uGsI,2014-05-04T07:00:06Z,PT21M41S,N/A
crI575DHe_g,2014-11-08T08:00:18Z,PT42M3S,N/A
Hp_ToGxMa3Y,2014-01-20T05:01:31Z,PT21M58S,N/A
o6h1xYz_C1c,2014-03-15T04:41:58Z,PT22M53S,N/A
z93kCj-E3X8,2014-06-12T07:09:33Z,PT5M11S,495
8D09kz6Rs54,2014-02-17T00:00:02Z,PT51M11S,N/A
d53CWLTsXew,2014-07-14T04:00:06Z,PT21M49S,N/A
PACAEt2GAEc,2014-09-23T15:36:05Z,PT23M57S,N/A
7Mq0yNHyBU0,2014-07-25T04:29:36Z,PT21M35S,N/A
HSRAglFzRNo,2014-11-17T05:00:11Z,PT21M5S,N/A
poEzICSDJ_c,2014-08-16T09:16:57Z,PT28M27S,489
HgskGnilqAE,2014-12-02T19:16:34Z,PT4M31S,286
LonaW60hEp0,2014-01-29T02:51:17Z,PT29M58S,N/A
7bqGr_PnL2A,2014-11-17T05:00:09Z,PT21M5S,N/A
Ny8x0c3x_FI,2014-12-10T18:23:22Z,PT42M41S,N/A
d9AuP5jwvKc,2014-03-23T17:51:11Z,PT35S,2768
zvdGjZIuhkg,2014-04-02T09:00:06Z,PT42M44S,N/A
RJc_LGx31zs,2014-05-19T02:42:47Z,PT1H5M39S,N/A
I6KfzbqbFU8,2014-08-31T21:10:02Z,PT7S,13535
0sDf--CsTA4,2014-07-21T04:00:51Z,PT42M4S,N/A
RjEC0BDzZ7Y,2014-06-07T07:00:09Z,PT21M3S,N/A
KUM4PpIeIAI,2014-09-25T09:00:03Z,PT43M1S,N/A
GZczAig3bac,2014-01-27T10:52:03Z,PT1H49M5S,N/A
4kLNfIRejXM,2014-11-02T23:23:09Z,PT47S,726
-LRBROIfLPM,2014-01-21T19:18:27Z,PT55S,2923
fkCTW-kjtFs,2014-05-22T21:26:28Z,PT2M28S,378685
Uweh7fo2ZOE,2014-03-04T21:55:46Z,PT9M42S,363470
jedzZDvwKJ8,2014-06-05T07:00:09Z,PT43M34S,N/A
UyE63fLsdak,2014-08-18T07:00:15Z,PT41M51S,N/A
sOGPjp5CFHo,2014-11-03T08:00:04Z,PT20M7S,N/A
g-PBa10oxPo,2014-08-26T07:00:12Z,PT43M36S,N/A
t2tqRW7wfhI,2014-11-11T04:50:25Z,PT23M10S,N/A
q9srK7cofzk,2014-10-27T04:00:47Z,PT26M14S,N/A
wUia0wo5Yc0,2014-11-08T11:50:22Z,PT40S,603
cgE_2XylOCk,2014-07-15T18:29:38Z,PT1M56S,369733
wE8ZL7Twr9U,2014-03-26T09:48:39Z,PT55M58S,N/A
vSeV6FroxlY,2014-11-10T00:36:44Z,PT49S,262
IeH4OPLpZms,2014-10-14T18:01:22Z,PT5M9S,3963
BszL_YaoBAw,2014-01-27T05:00:22Z,PT21M33S,N/A
_Ik2uG-I9Rc,2014-04-26T07:00:03Z,PT21M35S,N/A
EeibtBWblec,2014-05-20T07:00:11Z,PT24M12S,N/A
y7DkPoVz--w,2014-04-11T03:16:43Z,PT23M7S,N/A
B0qw7DRCNcM,2014-04-05T07:00:09Z,PT21M4S,N/A
BNG4qfYt9Jg,2014-04-08T14:44:06Z,PT2M48S,652
osDw5uwafro,2014-10-04T09:00:12Z,PT22M18S,N/A
5ib0U5ws8gc,2014-11-21T14:43:37Z,PT1M,252
zKy7a9xlCVQ,2014-05-05T22:04:50Z,PT3M22S,322
1STZr_FpHl4,2014-07-26T12:38:57Z,PT13M21S,300119
zKy7a9xlCVQ,2014-05-05T22:04:50Z,PT3M22S,322
yJP7HU9QNs4,2014-02-13T02:28:19Z,PT20M53S,N/A
dflq09Q6JXc,2014-05-18T07:00:09Z,PT43M5S,N/A
Iq_GwZomuVQ,2014-06-17T09:53:09Z,PT41M40S,N/A
6lpWehZGr9E,2014-06-19T14:21:14Z,PT4M58S,1133
MMN0UK1GphU,2014-12-16T17:58:28Z,PT21M30S,N/A
IoiMSMeTMLw,2014-03-26T02:16:41Z,PT10M,N/A
iUiv8_kHPVI,2014-09-29T05:32:34Z,PT43M36S,N/A
kCl66q6cuBg,2014-08-04T07:00:37Z,PT11M30S,N/A
LUxVdrEX8x8,2014-01-31T04:44:38Z,PT22M4S,N/A
zn-Agko31y8,2014-11-08T23:53:10Z,PT24M11S,N/A
bjq8eGHbiCg,2014-11-12T08:24:24Z,PT4M,6181
xdSYFi7UKtQ,2014-06-19T06:07:52Z,PT21M30S,N/A
raFSztpVd58,2014-01-29T10:55:54Z,PT24M6S,N/A
kdiIeGevPEI,2014-08-08T07:00:15Z,PT24M43S,N/A
zlOFXfg8WHI,2014-10-06T04:00:11Z,PT25M47S,N/A
ZTvcmh5tuVI,2014-03-12T18:56:55Z,PT1M45S,533
a6FM4pJA6Xw,2014-01-20T05:01:38Z,PT22M13S,N/A
7JyrlhAhU9c,2014-07-06T16:38:13Z,PT23M,N/A
Z6gWpDlRjYU,2014-11-05T08:00:15Z,PT43M5S,N/A
jCL8k1rRBLE,2014-09-17T14:26:37Z,PT48M39S,N/A
gkKWCHK-2MA,2014-10-21T11:01:18Z,PT38S,470
PR9YVGdvT8g,2014-06-30T00:00:01Z,PT1H37M58S,N/A
hsDA9TaYoNU,2014-01-11T23:30:47Z,PT21M33S,N/A
VWPyjo5SLMA,2014-12-16T08:00:08Z,PT43M34S,N/A
iLagcAx5TLI,2014-04-03T04:23:38Z,PT1M31S,7135
LL6XmZKgJmY,2014-07-21T05:12:25Z,PT50M42S,1094
VSBKkhE13fE,2014-07-12T06:43:37Z,PT1H24M39S,N/A
NI9l4w-N9LE,2014-04-03T00:18:56Z,PT21M46S,N/A
bHw1lHEaE-I,2014-10-17T07:00:23Z,PT10M42S,N/A
uKzMbshyaE4,2014-05-20T07:00:03Z,PT21M29S,N/A
CFxzju4KgKw,2014-10-21T04:00:39Z,PT25M30S,N/A
KWLxzEtJuwE,2014-10-09T18:24:54Z,PT26M13S,N/A
NU6R-Ghy78k,2014-01-10T08:00:14Z,PT43M2S,N/A
0JWTXfCEhrg,2014-06-25T19:58:07Z,PT21M18S,N/A
cA7CnAiXdJk,2014-07-23T07:00:07Z,PT42M5S,N/A
Qpwd4ExncyM,2014-10-31T06:37:45Z,PT12S,6079
KgClMLyLgko,2014-08-23T09:00:06Z,PT21M37S,N/A
EtugS2uGvt0,2014-07-28T07:00:15Z,PT21M6S,N/A
ozlWGMd1GpQ,2014-12-12T21:00:05Z,PT25M15S,61862
ZG32zzkpD6w,2014-01-31T04:12:51Z,PT43M1S,N/A
sT71Ia1d7VU,2014-02-10T16:07:51Z,PT1M59S,2162
AB5XqHj1Bl4,2014-10-18T07:00:12Z,PT43M2S,N/A
jGh85xiQ6AY,2014-01-17T16:44:21Z,PT2M43S,6756
whEB9H1BS7E,2014-06-24T09:00:06Z,PT22M8S,N/A
GUrlIwyr0vA,2014-08-20T18:04:23Z,PT59S,419
676Fl3nwn2k,2014-08-07T15:09:48Z,PT2M33S,1314
86Yp6-xc6xw,2014-02-05T17:06:25Z,PT3M34S,469517
HRw1eNERqyA,2014-04-03T00:47:05Z,PT2M53S,2017
EiN8TOjq1es,2014-10-02T17:09:20Z,PT3M13S,843
xX81Hanv4yg,2014-02-10T20:21:25Z,PT3M39S,1170
Hc4tivUU4VA,2014-03-17T22:53:19Z,PT10M8S,10613
JbaLQL--7_w,2014-12-01T20:00:17Z,PT10M51S,3969
_Hqj5OshtGc,2014-06-11T04:47:11Z,PT23M23S,N/A
Q5uZ4Yxjp3Q,2014-09-06T18:25:54Z,PT3M33S,1511
MgXFhLVV6QE,2014-12-22T02:17:55Z,PT4M55S,459
RKt7Jzbds80,2014-05-29T19:06:30Z,PT10M3S,667345
efMX9GAkCoA,2014-02-10T20:08:10Z,PT5M10S,687
PwqPEFqGf10,2014-09-22T10:55:01Z,PT20M36S,511373
-OSbNQqnCV8,2014-11-27T01:36:45Z,PT14M56S,2197
MBgfJW0dUz8,2014-12-18T09:37:04Z,PT12M57S,14193
DEA6IuPSP40,2014-11-21T15:00:21Z,PT20M35S,1354
Mk8pataENZM,2014-05-16T16:00:04Z,PT1H37M20S,1761014
r3OUGGF7RFw,2014-11-24T00:17:08Z,PT4M34S,379
RUP69rV-1PI,2014-03-17T18:30:52Z,PT1M41S,7342
cIEmG1_Xba4,2014-06-13T07:00:04Z,PT24M44S,N/A
d3FzG7jui3E,2014-04-17T15:00:21Z,PT10M59S,428250
zlOFXfg8WHI,2014-10-06T04:00:11Z,PT25M47S,N/A
CeABOIb_18k,2014-08-09T09:20:35Z,PT53S,4817
nepIXD-jPB8,2014-09-02T04:01:48Z,PT24M42S,N/A
fnV6QCa-eHc,2014-06-06T04:30:13Z,PT41M23S,15149
01S8cWsGiEg,2014-02-10T23:40:40Z,PT24M14S,N/A
zkrf31G1iBE,2014-02-09T23:32:30Z,PT39S,4178
r7__jtu877E,2014-07-25T07:27:35Z,PT37M24S,89861
ZnJbbfWkD3I,2014-10-17T22:55:52Z,PT17S,2188
keuhyaq1bDo,2014-04-27T00:24:29Z,PT11M59S,31349
cgtaaKqvj6Q,2014-12-09T06:43:19Z,PT13M52S,644729
VrbqcbdkULQ,2014-09-16T09:39:55Z,PT3M7S,162330
whEB9H1BS7E,2014-06-24T09:00:06Z,PT22M8S,N/A
GxnURM0LaCQ,2014-11-24T05:53:41Z,PT55S,312
HZ3kQIYoUsg,2014-08-01T09:18:14Z,PT30S,447
2wWbgOX3n5Y,2014-12-18T23:26:49Z,PT2H23S,N/A
IJ_5VNr8mDE,2014-08-26T10:23:31Z,PT2H11M6S,2814557
1h5mFH3RRV8,2014-11-06T01:28:26Z,PT40S,1698
floM739jj08,2014-04-27T14:45:35Z,PT24S,397
tcq5zSF2AgI,2014-11-29T02:49:03Z,PT2H25M35S,N/A
cfSqvizzTyo,2014-02-26T16:30:01Z,PT9M40S,13102101
NNFsCFi6yR4,2014-12-13T03:50:59Z,PT20S,6271
