id,published_at,length,views
o2Gsrddp_z0,2015-04-21T10:13:50Z,PT1H29M43S,N/A
sQKlrlgSQ14,2015-11-15T23:46:45Z,PT2M35S,613338
Wgj4Z5TXv_E,2015-06-16T14:30:21Z,PT3M52S,23644
ft-bMk4ji6E,2015-07-07T06:43:27Z,PT5M32S,111042
cxtdtuNXMWI,2015-07-04T01:00:00Z,PT6M17S,868671
rCxUpFU6QYA,2015-09-07T17:00:02Z,PT12M2S,379440
hPnTS71H4HA,2015-11-18T03:11:56Z,PT2M21S,6552
lCnt2HjxhEA,2015-09-16T07:00:18Z,PT42M3S,N/A
fbShr9Plxeg,2015-05-28T20:35:06Z,PT25M48S,N/A
IvWKcFNCEZQ,2015-06-08T22:23:30Z,PT1M44S,N/A
u6hXqLrnHIo,2015-04-13T03:00:01Z,PT16M52S,N/A
sGTlDOONJio,2015-02-02T05:00:42Z,PT27M24S,N/A
hpjByq0MlsM,2015-09-18T04:00:15Z,PT1H34M6S,N/A
XOchO463t70,2015-07-20T07:00:10Z,PT21M17S,N/A
_3ZBoAEbO_Q,2015-02-18T20:00:01Z,PT6M51S,500
X2Rg8AfBX4w,2015-04-13T04:00:06Z,PT54M35S,N/A
7wX0YqPB0wM,2015-03-27T07:00:39Z,PT21M6S,N/A
oE5DQ4KInOc,2015-09-07T05:07:31Z,PT3M47S,140832
zPTz04wQFFU,2015-10-07T19:00:01Z,PT11M18S,1258
rXuzhjIjeEc,2015-11-20T05:01:30Z,PT1H32M25S,N/A
BCzl2IhkzPw,2015-09-11T01:15:44Z,PT3M7S,4907
Re7iUxssXXk,2015-04-13T03:00:03Z,PT5M32S,N/A
hPnTS71H4HA,2015-11-18T03:11:56Z,PT2M21S,6552
lCnt2HjxhEA,2015-09-16T07:00:18Z,PT42M3S,N/A
fbShr9Plxeg,2015-05-28T20:35:06Z,PT25M48S,N/A
IvWKcFNCEZQ,2015-06-08T22:23:30Z,PT1M44S,N/A
u6hXqLrnHIo,2015-04-13T03:00:01Z,PT16M52S,N/A
sGTlDOONJio,2015-02-02T05:00:42Z,PT27M24S,N/A
hpjByq0MlsM,2015-09-18T04:00:15Z,PT1H34M6S,N/A
XOchO463t70,2015-07-20T07:00:10Z,PT21M17S,N/A
_3ZBoAEbO_Q,2015-02-18T20:00:01Z,PT6M51S,500
X2Rg8AfBX4w,2015-04-13T04:00:06Z,PT54M35S,N/A
0qcUryastNU,2015-04-17T17:10:48Z,PT5M15S,782678
7wX0YqPB0wM,2015-03-27T07:00:39Z,PT21M6S,N/A
UQqDsqnEbCg,2015-02-26T22:17:04Z,PT21M5S,N/A
oE5DQ4KInOc,2015-09-07T05:07:31Z,PT3M47S,140832
zPTz04wQFFU,2015-10-07T19:00:01Z,PT11M18S,1258
rXuzhjIjeEc,2015-11-20T05:01:30Z,PT1H32M25S,N/A
BCzl2IhkzPw,2015-09-11T01:15:44Z,PT3M7S,4907
Re7iUxssXXk,2015-04-13T03:00:03Z,PT5M32S,N/A
Xh-ycRsNB0U,2015-12-26T03:15:54Z,PT5M40S,345170
NPD6ZbaZVoA,2015-09-15T04:00:18Z,PT51M21S,N/A
rwbIJde9P48,2015-10-17T21:50:15Z,PT12M31S,1017
9NwkYDh7oBE,2015-09-16T19:56:51Z,PT1H28M16S,N/A
agpVgy0T-ZI,2015-10-10T07:00:02Z,PT42M4S,N/A
2dWnMbuJnCA,2015-07-31T07:00:05Z,PT43M9S,N/A
IzpJLRdadys,2015-04-24T21:40:46Z,PT21M34S,N/A
9vUW1CMfY8g,2015-12-01T08:00:07Z,PT21M5S,N/A
jVtfQnJnjvI,2015-01-28T11:10:58Z,PT3M47S,3877
s1zMMWIqwLE,2015-05-11T09:00:08Z,PT43M4S,N/A
0HywWNiXxqw,2015-01-15T05:00:27Z,PT22M15S,N/A
sPC84kM7v64,2015-05-10T07:00:03Z,PT21M40S,N/A
zjLZ_83WJQA,2015-04-27T07:00:07Z,PT42M4S,N/A
Ipgo8k8by58,2015-11-30T05:00:05Z,PT42M52S,N/A
P6wIEb19LVw,2015-05-20T04:01:36Z,PT22M33S,N/A
8n_MYDwU0zg,2015-03-27T09:00:07Z,PT22M4S,N/A
bfsGJqWZXA8,2015-08-24T16:00:02Z,PT7M35S,239489
jWjVDo6l4jQ,2015-01-28T00:31:12Z,PT44M27S,N/A
VbclR1k5ZPI,2015-03-11T07:00:09Z,PT21M33S,N/A
k1jOKCtf8fg,2015-11-03T05:00:08Z,PT1H32M24S,N/A
Vmx3SeoSRvM,2015-05-20T04:01:37Z,PT22M6S,N/A
7Cx4qND1rlE,2015-08-13T07:00:10Z,PT41M57S,N/A
2ZJNrNYyqgM,2015-01-16T08:12:07Z,PT1M45S,8581
44gdcUKp9OU,2015-03-25T07:00:26Z,PT40M39S,N/A
LJYvMlhwaBk,2015-03-27T07:09:09Z,PT21M50S,N/A
3-3c2W3z_IY,2015-06-15T07:01:19Z,PT22M6S,N/A
FEeVdaWPGN8,2015-03-30T07:00:46Z,PT1H26M21S,N/A
zFnvXYyxBMM,2015-10-06T04:00:20Z,PT1H22M17S,N/A
vMdJ6BWsVQI,2015-03-29T01:03:33Z,PT1H39M53S,N/A
i1234onwhWQ,2015-03-20T09:06:19Z,PT49M59S,N/A
HDgYX8Qk_ww,2015-10-25T04:02:35Z,PT6M58S,74059
Y0Eqrj-PO34,2015-09-23T04:02:51Z,PT6M46S,125316
dKhLuVPJkq0,2015-02-02T09:21:55Z,PT43M3S,N/A
uua6Qz3v8Fk,2015-12-19T06:00:53Z,PT1M59S,2927
4e6d9VNCxAs,2015-12-27T08:00:04Z,PT41M50S,N/A
C7--XdIDNLQ,2015-08-11T02:22:35Z,PT8M4S,28795
kkQhqIkEvKM,2015-03-05T01:15:04Z,PT25M3S,586
zOrpgLDYDKQ,2015-11-26T11:14:27Z,PT1M58S,8403
Imsst_sefjw,2015-09-17T07:00:05Z,PT20M2S,N/A
2G7gfiY0uZw,2015-12-10T10:00:03Z,PT22M8S,N/A
42dDei1VwrU,2015-09-13T07:00:10Z,PT21M17S,N/A
WEwuhcMfiJs,2015-07-27T07:01:35Z,PT42M,N/A
gRDyHQ-2M1o,2015-08-23T07:00:17Z,PT43M5S,N/A
v29h3y2JQfY,2015-03-09T04:00:17Z,PT43M6S,N/A
cn8hF6Sjoxs,2015-01-05T05:00:06Z,PT28M31S,N/A
WI5lCjOesXI,2015-07-13T07:00:09Z,PT41M5S,N/A
exHNxVemS94,2015-07-23T05:41:16Z,PT11M49S,N/A
Kf-pp17XSCY,2015-03-27T05:59:29Z,PT25M43S,N/A
D19XdHzAXhM,2015-09-23T02:20:04Z,PT4M38S,214079
OxvZV_xgnXk,2015-01-29T08:00:23Z,PT41M31S,N/A
C0ZXYVq9gSA,2015-07-22T07:00:04Z,PT42M3S,N/A
H8086eaXjNc,2015-02-11T02:14:52Z,PT21M30S,N/A
U0GtKDvAMI0,2015-08-03T17:02:38Z,PT21M38S,N/A
LCwk8kLSxWk,2015-03-27T07:15:48Z,PT24M6S,N/A
zSI-g4kxgu4,2015-03-09T04:00:38Z,PT27M8S,N/A
YYpL6NVdjfI,2015-03-17T09:00:14Z,PT22M22S,N/A
rxOiKAAZudA,2015-08-27T05:10:23Z,PT4M45S,231197
qjYvcjdPHbA,2015-02-01T05:05:21Z,PT22M25S,N/A
dasutxEbuHQ,2015-09-20T06:39:07Z,PT6M8S,140490
fa3cIum63xw,2015-01-19T10:00:05Z,PT29M7S,N/A
_dwXiFIBYQY,2015-06-11T15:00:01Z,PT8M53S,438
MZuMoaUPfBY,2015-01-20T08:00:11Z,PT41M54S,N/A
aSCUTV2LYSc,2015-01-02T15:38:10Z,PT20M40S,N/A
eBORTSTGA_I,2015-07-21T14:36:06Z,PT2M26S,1960487
ydAH1R0euFk,2015-06-23T16:44:36Z,PT11M55S,N/A
j9SsOAbbrh8,2015-04-28T04:00:20Z,PT19M57S,N/A
htRoyZa_mBM,2015-10-23T07:00:08Z,PT21M3S,N/A
kwF1bMnAdy4,2015-04-11T07:00:05Z,PT41M45S,N/A
wxIHybdcFq0,2015-10-27T10:19:55Z,PT7M9S,44124
t9apE9V-tf8,2015-10-06T04:00:17Z,PT21M21S,N/A
0kI0qHCY2rE,2015-07-14T07:00:07Z,PT19M57S,N/A
PCYIpb-uG70,2015-09-28T02:45:42Z,PT5M24S,187298
rFNJ3izXAiM,2015-11-07T06:16:46Z,PT5M44S,32600
WahTJIo2ngU,2015-09-03T07:00:07Z,PT45M3S,N/A
u1ESNnGlgzQ,2015-12-14T02:48:04Z,PT6M56S,77655
cFi9d8dJ8kg,2015-04-26T17:31:35Z,PT4M51S,10192
ZOI8frVvkZw,2015-03-30T04:02:18Z,PT21M25S,N/A
1eHxTm71QMA,2015-03-27T06:45:54Z,PT25M8S,N/A
7UoVSuEd5FM,2015-06-06T02:43:29Z,PT11S,307
YDBq0Naq4gQ,2015-04-23T21:21:14Z,PT42M34S,N/A
6_2Qev6OruE,2015-11-09T04:48:27Z,PT24S,188
KmXmlFk6Vsw,2015-12-08T05:00:03Z,PT23M38S,N/A
KmXmlFk6Vsw,2015-12-08T05:00:03Z,PT23M38S,N/A
e4_lynNiEvc,2015-11-20T04:44:43Z,PT9M28S,61613
ReU2TI22b70,2015-03-24T06:42:29Z,PT7S,174
BdDWe_r_QuE,2015-08-21T20:26:47Z,PT15S,412
eK_IDtNap6U,2015-11-10T07:41:57Z,PT6M13S,55787
ScfNqdBhuBY,2015-10-04T15:46:30Z,PT15S,287
grCesFnha2U,2015-12-05T06:14:08Z,PT10M50S,56359
oH4EWwvclj4,2015-04-27T04:00:16Z,PT21M,N/A
Md5byY6in6k,2015-07-16T07:00:09Z,PT21M32S,N/A
owtITXQNFVI,2015-02-03T08:00:11Z,PT41M26S,N/A
a1JGMlBIMXs,2015-06-09T18:22:57Z,PT13S,440050
7Dk8piZ6y6w,2015-02-14T07:55:06Z,PT1H31M9S,N/A
LKCGojBnzbw,2015-03-27T07:15:30Z,PT24M9S,N/A
Aqu_FivWVxY,2015-03-27T07:00:53Z,PT24M7S,N/A
MFOq5piSQtg,2015-07-16T07:00:04Z,PT19M44S,N/A
_Oe7iD3ohQs,2015-04-06T13:47:24Z,PT48S,84
BkmqVntTP0A,2015-06-08T04:00:04Z,PT26M32S,N/A
8WhzhrgdO-c,2015-10-21T17:07:10Z,PT6M42S,374031
u9BrwtgFIuw,2015-06-25T07:00:10Z,PT43M32S,N/A
KSmapNfNn0k,2015-03-09T07:00:33Z,PT41M44S,N/A
UPOQ7xFWGdg,2015-07-09T07:00:05Z,PT41M39S,N/A
9CGkLvRcog4,2015-11-23T10:00:03Z,PT22M35S,N/A
M8cO-uBgNC0,2015-02-14T10:00:03Z,PT24M6S,N/A
l4iueFU1uCs,2015-07-07T15:45:16Z,PT21M58S,N/A
nH1EDfCF9mw,2015-12-08T05:00:04Z,PT23M38S,N/A
igJm3HYNmtg,2015-10-02T14:00:01Z,PT5M50S,126557
rJLfvppKUck,2015-11-02T06:23:34Z,PT6M2S,39700
kSms-PECkag,2015-05-28T07:00:09Z,PT21M34S,N/A
Oi8gL6t7I04,2015-08-31T04:00:23Z,PT12M7S,N/A
6ndlkycIt1o,2015-09-28T17:51:01Z,PT3H1M21S,N/A
A53oh1lYogM,2015-09-18T23:25:24Z,PT21M4S,N/A
fR18kRL0RPM,2015-05-18T19:52:53Z,PT3M38S,4175
W7UR889CN-M,2015-05-31T07:00:02Z,PT20M28S,N/A
6irc1umXNaI,2015-08-25T04:00:15Z,PT20M30S,N/A
BdIH7hDV_Y4,2015-12-29T23:25:12Z,PT6M1S,N/A
kXqmpZLpCR0,2015-05-19T09:56:30Z,PT1M,81
2qGMocdIRF4,2015-11-07T08:00:13Z,PT40M57S,N/A
eLSUbOz22Ko,2015-01-11T08:00:07Z,PT41M53S,N/A
hSLG9oMcI6Q,2015-12-12T10:00:02Z,PT24M6S,N/A
JWM2kRiCB3Y,2015-02-10T06:58:42Z,PT10M5S,N/A
6t1mqmGkYG4,2015-05-27T17:08:23Z,PT25M47S,N/A
8V1UWbIrZ-4,2015-08-31T04:00:18Z,PT21M6S,N/A
sy4JeXDj36Q,2015-12-25T15:24:09Z,PT14S,377
n9Ppsibw9oc,2015-08-14T13:52:45Z,PT1H33M21S,N/A
79LVzGCnkvs,2015-01-02T08:00:06Z,PT20M6S,N/A
ygU7cLkIJQw,2015-05-11T22:35:10Z,PT21M8S,N/A
99kTrZ6kXWM,2015-01-25T19:33:31Z,PT3M21S,10964
5EA2LKTQ6Ww,2015-05-08T02:46:48Z,PT2M8S,19250
SC8iURFg8Fc,2015-06-22T04:00:18Z,PT22M30S,N/A
5SCgJxzB5tY,2015-09-29T04:03:04Z,PT1H27M30S,N/A
ygU7cLkIJQw,2015-05-11T22:35:10Z,PT21M8S,N/A
99kTrZ6kXWM,2015-01-25T19:33:31Z,PT3M21S,10964
5EA2LKTQ6Ww,2015-05-08T02:46:48Z,PT2M8S,19250
SC8iURFg8Fc,2015-06-22T04:00:18Z,PT22M30S,N/A
5SCgJxzB5tY,2015-09-29T04:03:04Z,PT1H27M30S,N/A
AW8yaKnPJ-E,2015-10-24T19:12:16Z,PT48S,700
Rvy1TJqo4I4,2015-02-23T20:30:01Z,PT2M36S,11219
BVxphG8T2ag,2015-12-30T22:48:57Z,PT2M1S,448
kDFV6CdudWE,2015-09-14T07:01:23Z,PT42M35S,N/A
BdnLI_7aoBU,2015-05-15T00:45:52Z,PT2M13S,1703
Wc7WdHrzKF8,2015-06-23T22:38:44Z,PT1H23M20S,N/A
pDXgwiEkEnY,2015-08-01T06:55:42Z,PT2M,2835
aVp685Yna-w,2015-10-21T15:11:18Z,PT57S,78645
4KXXqa4_bKk,2015-02-19T16:43:03Z,PT2M54S,3908
ypFECpfvBLg,2015-11-16T14:37:57Z,PT45S,4347
vfcpb-kAKfY,2015-09-15T19:44:55Z,PT4M5S,120968
xBoCrEswHvQ,2015-11-12T18:46:31Z,PT27M21S,1776686
lJoAYUKFMow,2015-12-11T15:47:40Z,PT3M1S,6361
daZZG9cZt_c,2015-11-13T19:13:48Z,PT4M15S,189254
-D6aReRZ7wc,2015-05-29T12:18:29Z,PT4M28S,51192
xxKxtNoTcKs,2015-08-15T00:18:01Z,PT2M37S,262627
cdDxXQcyvZM,2015-07-19T09:44:59Z,PT5M14S,41396755
-pBjaEtujME,2015-11-26T17:29:07Z,PT4M34S,10650
M4lBLx1nddE,2015-12-04T12:06:15Z,PT3M46S,13708
3Tgx5STamzE,2015-05-25T11:00:00Z,PT4M4S,35823
g0QGexU9DVI,2015-12-28T04:02:01Z,PT6M58S,12783
CShm9urd0TA,2015-11-11T19:42:57Z,PT3M46S,536
3j8y_ekhoDM,2015-01-22T07:36:51Z,PT1H53M1S,3752
-gxdh_EJBy4,2015-09-18T20:13:05Z,PT7M29S,1068
qaqVukaiGmQ,2015-10-08T23:38:09Z,PT8M11S,729792
73WADcBV-qA,2015-03-10T15:34:24Z,PT17M48S,1071
seSKlsAcSYU,2015-03-02T05:00:26Z,PT27M9S,N/A
kg1MrZIv6ys,2015-02-17T05:00:26Z,PT1H13M47S,N/A
lZm7Ngmb7Vk,2015-03-27T19:42:46Z,PT17M7S,429
eazk9hzniHE,2015-03-14T10:00:13Z,PT8M36S,423023
ZjTDXtKhgBo,2015-02-20T20:17:55Z,PT5M6S,3616
qVDxwzocWHk,2015-10-16T07:38:44Z,PT7M32S,112741
fZYwjOyXWQ4,2015-11-17T05:00:11Z,PT22M36S,N/A
D0e67R7N3Kc,2015-08-01T02:13:55Z,PT4M51S,236786
nW6c6aBdrmE,2015-01-08T11:32:22Z,PT9M35S,613007
4VcAATXGkYU,2015-05-06T18:36:43Z,PT1H24M28S,N/A
YQPyxHbboBs,2015-12-16T10:49:02Z,PT11M31S,60330
at1euMCx38o,2015-11-22T10:23:22Z,PT11M35S,78399
a4DCLuhTQMY,2015-01-30T08:00:54Z,PT25M23S,N/A
V2wlsx6spts,2015-10-06T05:44:29Z,PT8M9S,116840
NUlL71zyVK0,2015-02-02T05:00:23Z,PT21M37S,N/A
k_22OH68Qoo,2015-07-08T07:00:02Z,PT41M58S,N/A
0BEF37wn0lc,2015-05-08T16:00:08Z,PT6M34S,720250
9UlXXHPvKN8,2015-07-06T07:00:03Z,PT21M3S,N/A
aDjNPveNfqs,2015-08-12T07:00:05Z,PT43M44S,N/A
C3gP2PtHVNM,2015-08-20T11:28:21Z,PT10S,87
UkFrQuEDIrw,2015-08-20T11:25:07Z,PT7S,51
X1zhuMWx25A,2015-11-18T03:25:18Z,PT12S,5801
HfDIquvrNwo,2015-10-09T19:13:53Z,PT48S,904
F1CKla0X1PQ,2015-11-26T11:14:37Z,PT16S,58
8GrePgc4cFk,2015-05-08T23:53:47Z,PT30S,9
AtgWQY7F1rw,2015-08-12T08:05:33Z,PT39S,2222
rKtxRz7LRUM,2015-10-22T04:51:26Z,PT1H45S,N/A
AeWo_N3nUOc,2015-11-16T16:58:04Z,PT3M54S,4697444
JvFbCpUBmlI,2015-12-21T15:50:31Z,PT1M2S,29545
znEU15BuPGs,2015-11-07T08:00:07Z,PT42M8S,N/A
Ht05MgkVIEM,2015-11-14T04:27:17Z,PT30S,2876
mmX2AxwyL44,2015-01-23T05:00:10Z,PT2H2M51S,N/A
0Vm3GJNt5bQ,2015-12-15T05:00:19Z,PT1H21M45S,N/A
Mj41KvZJct8,2015-08-25T09:23:12Z,PT37S,29294
kpZwyauUR40,2015-06-07T13:00:03Z,PT52M29S,4013494
vkFJorVI87E,2015-05-25T13:25:16Z,PT1H34M44S,2461916
