id,published_at,length,views
ju5m5aOxHn4,2017-09-23T04:02:48Z,PT14M27S,417281
_mZEQ--_Ii4,2017-12-17T20:24:51Z,PT8M35S,30858
QlsstDzESTM,2017-07-04T18:42:04Z,PT7M24S,3240341
ZDOuzhaUhnk,2017-03-19T22:21:23Z,PT16M13S,2292952
jSWRA7bK64c,2017-03-31T03:48:14Z,PT1H31M33S,N/A
mRvSaMp-kCg,2017-03-14T19:56:21Z,PT1H30M45S,N/A
GJ__5CufVIA,2017-08-23T07:00:04Z,PT42M4S,N/A
XyZVSXwx1iw,2017-12-21T22:42:35Z,PT41M19S,N/A
O_EjVGi-eNg,2017-06-28T07:00:02Z,PT42M35S,N/A
EnL29F5S0s4,2017-10-23T07:00:06Z,PT46M37S,N/A
yGhpDsp6opA,2017-01-13T02:27:36Z,PT21M53S,N/A
Uo5cqqpUkHk,2017-02-20T05:01:16Z,PT21M57S,N/A
bdSwf2i6eKk,2017-05-03T22:30:04Z,PT10M36S,2535439
E_P_CMq_zk4,2017-04-23T23:20:54Z,PT9M26S,1178999
0JiGIQOl7lM,2017-09-18T01:58:01Z,PT12M10S,1245731
98DcXSWE0cs,2017-09-03T00:11:37Z,PT10M48S,2580798
yr5Uv6YCgsU,2017-03-04T01:10:15Z,PT11M10S,366199
HzFP5LqIMuc,2017-08-08T07:00:05Z,PT43M5S,N/A
mRvSaMp-kCg,2017-03-14T19:56:21Z,PT1H30M45S,N/A
bdSwf2i6eKk,2017-05-03T22:30:04Z,PT10M36S,2535439
yGhpDsp6opA,2017-01-13T02:27:36Z,PT21M53S,N/A
0JiGIQOl7lM,2017-09-18T01:58:01Z,PT12M10S,1245731
fGtqRD2CL-A,2017-10-17T23:11:32Z,PT3M46S,N/A
Uo5cqqpUkHk,2017-02-20T05:01:16Z,PT21M57S,N/A
EnL29F5S0s4,2017-10-23T07:00:06Z,PT46M37S,N/A
yr5Uv6YCgsU,2017-03-04T01:10:15Z,PT11M10S,366199
PcPLvbeYDRg,2017-04-16T00:54:06Z,PT13M44S,8723175
QlsstDzESTM,2017-07-04T18:42:04Z,PT7M24S,3240341
HzFP5LqIMuc,2017-08-08T07:00:05Z,PT43M5S,N/A
vpA-UboheOM,2017-07-22T20:46:58Z,PT9M50S,1246697
1ExPxKKh9e0,2017-10-12T07:00:06Z,PT43M4S,N/A
Y_hQQnr9yM4,2017-02-15T21:14:17Z,PT4M34S,479412
B-c95P5l1as,2017-07-24T04:00:24Z,PT22M1S,N/A
yhaQBI8JhRs,2017-10-12T08:02:59Z,PT43M13S,N/A
O_EjVGi-eNg,2017-06-28T07:00:02Z,PT42M35S,N/A
UPp2WEjvhpY,2017-10-17T21:01:24Z,PT9M52S,62365
QM0uJ_SZaOc,2017-03-20T04:00:20Z,PT46M45S,N/A
d_WAXpLaEzs,2017-11-22T08:01:48Z,PT43M39S,N/A
ERW4ZKyMldY,2017-12-04T06:38:41Z,PT29M27S,N/A
nZAn3YzrIy8,2017-03-13T07:01:54Z,PT42M4S,N/A
98DcXSWE0cs,2017-09-03T00:11:37Z,PT10M48S,2580798
VKpcHzrncNQ,2017-03-21T21:05:24Z,PT2M30S,3063714
iycJR7zAyRk,2017-03-26T07:00:04Z,PT22M28S,N/A
gll6bw68nS8,2017-02-18T01:11:09Z,PT12M14S,349391
DiLV4AMb3nc,2017-02-11T01:16:46Z,PT13M30S,449985
2y_QJMVJuGE,2017-02-13T08:00:21Z,PT22M32S,N/A
4V-piAMfYoU,2017-10-15T09:00:04Z,PT22M38S,N/A
G7y6zWDOSwY,2017-02-20T05:03:59Z,PT23M,N/A
hvJJIGT7YKY,2017-12-06T22:02:02Z,PT22M54S,156598
ni6nmGli1qU,2017-01-15T00:17:00Z,PT13M37S,430206
6sjDT5dCoDk,2017-10-16T04:02:13Z,PT43M32S,N/A
J-B6KMD-1dg,2017-10-16T07:00:47Z,PT1M36S,N/A
NXbbyqPiB7M,2017-08-14T04:03:22Z,PT44M18S,N/A
nKUzwPI80cU,2017-02-02T03:58:22Z,PT15M46S,544648
4SW0v2G57dc,2017-09-19T04:01:30Z,PT1H17M3S,N/A
P_eeJVBSrPE,2017-03-24T22:36:51Z,PT10M24S,283587
htNZLEzjzwk,2017-10-12T07:00:05Z,PT42M3S,N/A
OhATtfwybYs,2017-08-06T00:34:41Z,PT10M29S,687515
AdhD5N5dP00,2017-07-31T19:00:00Z,PT9M1S,307089
IqAN0UJM6Gs,2017-03-27T07:01:50Z,PT21M2S,N/A
UjdTBzPXRYs,2017-03-07T08:00:03Z,PT23M12S,N/A
M_aK871s0Rc,2017-01-17T05:00:04Z,PT59M27S,N/A
1EUzH682UTo,2017-02-27T12:50:02Z,PT5M23S,1056176
DcRzLvL-JLQ,2017-12-12T05:00:39Z,PT52M36S,N/A
WPwnTjkWi4w,2017-11-17T08:00:11Z,PT21M4S,N/A
1FYKwpPijxE,2017-02-10T00:49:17Z,PT1M,21083
tjLtxS03VCA,2017-07-29T16:13:14Z,PT31S,1013
1vuZ6FWVlGY,2017-04-23T07:00:04Z,PT21M2S,N/A
1EUzH682UTo,2017-02-27T12:50:02Z,PT5M23S,1056176
DcRzLvL-JLQ,2017-12-12T05:00:39Z,PT52M36S,N/A
WPwnTjkWi4w,2017-11-17T08:00:11Z,PT21M4S,N/A
1FYKwpPijxE,2017-02-10T00:49:17Z,PT1M,21083
tjLtxS03VCA,2017-07-29T16:13:14Z,PT31S,1013
1vuZ6FWVlGY,2017-04-23T07:00:04Z,PT21M2S,N/A
v21ahkRakec,2017-04-21T02:20:15Z,PT12M29S,1842114
MkBts5rx2wI,2017-03-29T22:53:24Z,PT3M16S,931275
bYr4twGHE4w,2017-12-09T00:27:25Z,PT4M42S,4420090
SvEPFzhpV-g,2017-08-26T00:40:53Z,PT11M40S,462186
4nzU5v1Iw7Q,2017-12-22T01:33:39Z,PT5M34S,19098385
OXjtMoPw1wU,2017-05-05T08:55:21Z,PT3M45S,703052
xjymdO4p94k,2017-01-13T08:01:02Z,PT11M30S,N/A
IC9Tq08JhnY,2017-06-30T04:00:02Z,PT43M32S,N/A
t1wYBAulzWU,2017-10-17T14:14:19Z,PT2M38S,133018339
Vxls_Iv7F_w,2017-03-27T07:02:10Z,PT43M34S,N/A
8vXN5BsIMaw,2017-01-23T05:00:04Z,PT46M41S,N/A
fnEmkCUyad0,2017-12-28T19:08:20Z,PT18M17S,285530
6v9q1kDTfYA,2017-05-25T07:00:23Z,PT44M43S,N/A
QOn47-Gindw,2017-02-08T20:58:07Z,PT4M51S,4320702
uydyb5QaeZs,2017-05-20T07:01:34Z,PT41M35S,N/A
ZJKvcKYkmk8,2017-07-22T07:33:18Z,PT29S,421
C63ItJYNirk,2017-10-24T07:00:22Z,PT20M24S,N/A
Eu6qWekh5D8,2017-06-03T00:48:03Z,PT9M3S,867438
snkGA6NKvSA,2017-12-19T15:09:20Z,PT11M3S,N/A
MApQFw5CYXI,2017-11-17T08:00:04Z,PT20M49S,N/A
iRwpbSunftE,2017-10-01T01:32:24Z,PT12M10S,676367
q_cOXwhyslQ,2017-06-17T13:11:44Z,PT43M6S,N/A
VcwtwU7DpcQ,2017-05-09T04:00:05Z,PT1H18M2S,N/A
e39REn2W_Ag,2017-08-17T07:00:03Z,PT43M36S,N/A
HWxWIinR63U,2017-06-14T17:32:12Z,PT28S,48
lYT49FN0W8Q,2017-01-11T08:02:40Z,PT40M34S,N/A
riTP_qjuefo,2017-09-02T07:00:02Z,PT22M18S,N/A
5JqiccWa46k,2017-10-19T20:00:00Z,PT4M17S,3141610
4hQYkudwqZw,2017-03-06T08:02:11Z,PT21M34S,N/A
XKSlI4KYLcg,2017-07-21T07:00:04Z,PT42M2S,N/A
TjTXeP_VLkw,2017-03-08T08:00:37Z,PT43M4S,N/A
b7dS0hLSSQc,2017-05-04T11:59:50Z,PT1H23M2S,N/A
Nk5geRCrIJw,2017-07-03T16:54:44Z,PT3M42S,477479
TPmVapRFE0o,2017-02-14T10:41:11Z,PT3M35S,869496
X_ymCgQh6OQ,2017-03-23T09:00:00Z,PT36M42S,N/A
TrhT9nkMh0M,2017-08-01T07:00:02Z,PT41M53S,N/A
ECqOfQDEB9Y,2017-12-08T12:00:00Z,PT7M30S,6410698
QaMzg2BFd70,2017-12-03T02:55:32Z,PT18M8S,454606
IPPRYFymyJ8,2017-11-04T00:06:00Z,PT12M21S,686172
CEF_mqFWjWs,2017-07-21T21:18:28Z,PT43M29S,N/A
qj853B0PTEs,2017-11-18T00:00:02Z,PT13M23S,678380
AfArAdpF_XY,2017-02-02T08:00:02Z,PT21M15S,N/A
YYn6QUkl2rk,2017-12-12T18:00:05Z,PT15M9S,3102965
BZ7MzIOdtqg,2017-10-12T07:00:04Z,PT21M39S,N/A
5FdFHSOjvWc,2017-12-08T22:20:40Z,PT15M21S,727996
BLC-F9Ji7Ms,2017-04-24T17:17:59Z,PT22M35S,N/A
8ilCZkoCwXg,2017-04-11T01:30:31Z,PT2M36S,362380
ZJ54JDh-eEI,2017-04-20T09:00:00Z,PT36M43S,N/A
Tc3jYFW4ofE,2017-08-19T00:30:50Z,PT12M39S,84231
nE4HDC2Lntg,2017-11-25T18:16:33Z,PT24M23S,1031195
OHKZjzH4wAM,2017-02-20T05:01:19Z,PT22M30S,N/A
GSf27Pc_YVk,2017-11-20T11:00:01Z,PT9M32S,5205485
yS2tumsvICU,2017-10-31T07:00:20Z,PT42M35S,N/A
8Fst5Rnqitw,2017-04-12T16:36:19Z,PT32S,320
UNg-fXAl_1o,2017-12-14T11:00:02Z,PT10M4S,6209649
AgoiyZzgc6U,2017-09-28T19:21:26Z,PT6M4S,3996152
4BBqkaYhlrs,2017-09-25T11:17:51Z,PT6M29S,65290
R64nn3rgRDI,2017-09-25T13:05:48Z,PT26S,589
ZTwclHyQ254,2017-02-04T22:14:49Z,PT15M34S,741675
wxRxuoILlxA,2017-04-16T20:13:50Z,PT45S,459
FJxD3BJvRgQ,2017-09-02T07:00:03Z,PT43M8S,N/A
qneWo5OSikc,2017-02-17T02:17:45Z,PT35S,14806
UOt6wIbZqQo,2017-07-12T20:10:41Z,PT31S,515
WxXE8_mIQhw,2017-03-29T09:03:59Z,PT47S,143
cuZI7huEi3M,2017-12-06T17:03:11Z,PT2M38S,777723
cTd_3nE6QJ4,2017-02-24T22:38:03Z,PT1M51S,3786
M_RRThu2IkQ,2017-06-24T15:26:55Z,PT2M12S,1602
hAk5xOBVMJU,2017-08-03T03:47:21Z,PT2H12M8S,55851
ietPF62dE-I,2017-12-07T11:00:03Z,PT10M1S,2020975
ediJOlBciC4,2017-03-16T18:39:55Z,PT3M27S,222639
NNJ6brhCufM,2017-10-27T13:19:21Z,PT3M,4400
-EJtSMC_vVc,2017-08-18T21:54:09Z,PT37S,526
z7CTpXiTk44,2017-01-24T20:00:35Z,PT4M5S,34032
nigdKm4AdS0,2017-02-03T16:30:32Z,PT4M25S,92548
e_EQIm4w7Ik,2017-06-27T04:00:04Z,PT1H28M3S,N/A
vK9B8RieKBs,2017-06-05T15:59:52Z,PT4M44S,123475
OAO13A4BWjE,2017-03-03T17:54:37Z,PT4M7S,9517
vG8TjXjePis,2017-12-04T19:36:13Z,PT4M10S,13709
XgRIswmJgio,2017-12-30T14:50:16Z,PT26S,7797
AUl9WGI-l24,2017-06-07T21:43:22Z,PT20M47S,269668
zyvbQHpGXmo,2017-05-12T15:00:11Z,PT10M15S,1751937
Uw9ebggIeXc,2017-06-16T14:26:37Z,PT5M,80201
pzbNGh1YSBw,2017-08-01T12:26:10Z,PT5M9S,28891
r-zvOq-iRUs,2017-10-11T06:31:17Z,PT17M22S,65117
pjzH4FCgt6w,2017-06-20T06:32:18Z,PT1H29M9S,N/A
depkkuChUiA,2017-05-03T15:55:10Z,PT4M2S,11688
5Kfgd4bJvso,2017-01-24T23:42:18Z,PT5M42S,200739
SuTtnB6r7C4,2017-03-30T08:53:35Z,PT4M34S,30712
TLK2SLtDHNs,2017-05-12T00:02:34Z,PT7M15S,676322
L_W3-13PTfM,2017-05-31T10:30:23Z,PT6M44S,209995
Y1GqO6UY15I,2017-12-20T17:00:07Z,PT12M,1998085
ZzLXtsRYcnE,2017-06-17T15:08:52Z,PT6M24S,228273
f_IkK7Y4YQE,2017-08-29T14:00:01Z,PT1H37M36S,N/A
LXk1Js2jCh0,2017-08-10T00:24:14Z,PT1H23M47S,N/A
Uw9ebggIeXc,2017-06-16T14:26:37Z,PT5M,80201
pzbNGh1YSBw,2017-08-01T12:26:10Z,PT5M9S,28891
r-zvOq-iRUs,2017-10-11T06:31:17Z,PT17M22S,65117
pjzH4FCgt6w,2017-06-20T06:32:18Z,PT1H29M9S,N/A
depkkuChUiA,2017-05-03T15:55:10Z,PT4M2S,11688
5Kfgd4bJvso,2017-01-24T23:42:18Z,PT5M42S,200739
SuTtnB6r7C4,2017-03-30T08:53:35Z,PT4M34S,30712
TLK2SLtDHNs,2017-05-12T00:02:34Z,PT7M15S,676322
L_W3-13PTfM,2017-05-31T10:30:23Z,PT6M44S,209995
ZzLXtsRYcnE,2017-06-17T15:08:52Z,PT6M24S,228273
f_IkK7Y4YQE,2017-08-29T14:00:01Z,PT1H37M36S,N/A
LXk1Js2jCh0,2017-08-10T00:24:14Z,PT1H23M47S,N/A
sPVmOV-1BVI,2017-07-02T12:54:25Z,,
gsWpcLRYiaU,2017-06-21T16:47:09Z,,
JneM7KD78JI,2017-05-23T07:00:03Z,PT42M31S,N/A
ku4jwSUdfsw,2017-09-06T16:53:36Z,,
oYcqUfLhWvo,2017-04-11T11:48:04Z,PT13M39S,160011
uwtdLGOQxLQ,2017-03-10T12:15:05Z,PT7M5S,218755
tTV6RcD2ohU,2017-10-03T03:44:00Z,PT1H37M4S,2344748
bstaQ3KJIUE,2017-04-20T16:07:36Z,PT2M30S,207303
8ldsADvIXck,2017-02-12T18:55:10Z,,
T8cDT6_ujHs,2017-08-03T09:10:33Z,,
haP-sJZ5YFk,2017-12-04T09:10:48Z,PT23M30S,N/A
Usmxt6EH7wU,2017-08-29T14:00:01Z,,
Tqx21xRt4jk,2017-11-27T14:50:21Z,,
xDT-cBd9Y6M,2017-06-19T14:39:01Z,,
VpspJE_NYrc,2017-05-04T00:21:11Z,,
5Qq1mv5WU6c,2017-08-10T11:33:12Z,,
6SzqQJ3YxlQ,2017-02-08T22:51:02Z,PT55M19S,N/A
yMaEfsjtEaY,2017-10-17T04:00:40Z,PT1H52M2S,N/A
MrEnShZ7kpA,2017-05-17T14:00:03Z,PT1M27S,4231270
uPuzphTo3kQ,2017-02-14T18:00:03Z,PT9M58S,807385
FEmeyD2h1dY,2017-05-05T14:21:53Z,,
